bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
Imran Tahir,16,26,1,3.0,4.333333333333333,3.6923076923076925,5.333333333333333,8.666666666666666
J Suchith,66,42,2,1.0,7.0,9.428571428571429,66.0,42.0
J Yadav,131,106,5,3.0,17.666666666666668,7.415094339622641,43.666666666666664,35.333333333333336
JA Richardson,122,69,3,3.0,11.5,10.608695652173912,40.666666666666664,23.0
JD Unadkat,168,134,6,4.0,22.333333333333332,7.522388059701493,42.0,33.5
JDS Neesham,68,54,3,5.0,9.0,7.555555555555555,13.6,10.8
JJ Bumrah,422,347,14,22.0,57.833333333333336,7.296829971181556,19.181818181818183,15.772727272727273
JO Holder,248,203,8,16.0,33.833333333333336,7.330049261083744,15.5,12.6875
JR Hazlewood,302,215,9,11.0,35.833333333333336,8.427906976744186,27.454545454545453,19.545454545454547
Jalaj S Saxena,27,18,1,0.0,3.0,9.0,inf,inf
K Rabada,464,346,15,16.0,57.666666666666664,8.046242774566474,29.0,21.625
K Yadav,17,12,1,0.0,2.0,8.5,inf,inf
KA Jamieson,271,179,9,9.0,29.833333333333332,9.083798882681565,30.11111111111111,19.88888888888889
KA Pollard,95,85,9,6.0,14.166666666666666,6.705882352941177,15.833333333333334,14.166666666666666
KH Pandya,267,210,12,5.0,35.0,7.628571428571429,53.4,42.0
KK Ahmed,225,168,7,5.0,28.0,8.035714285714286,45.0,33.6
KL Nagarkoti,25,12,1,0.0,2.0,12.5,inf,inf
KM Asif,18,14,1,1.0,2.3333333333333335,7.7142857142857135,18.0,14.0
KW Richardson,29,19,1,1.0,3.1666666666666665,9.157894736842106,29.0,19.0
Kartik Tyagi,125,93,4,4.0,15.5,8.064516129032258,31.25,23.25
L Ngidi,129,75,3,5.0,12.5,10.32,25.8,15.0
LH Ferguson,226,186,8,14.0,31.0,7.290322580645161,16.142857142857142,13.285714285714286
LI Meriwala,32,19,1,1.0,3.1666666666666665,10.105263157894738,32.0,19.0
Lalit Yadav,101,84,5,4.0,14.0,7.214285714285714,25.25,21.0
M Ashwin,100,71,3,1.0,11.833333333333334,8.450704225352112,100.0,71.0
M Jansen,47,40,2,3.0,6.666666666666667,7.05,15.666666666666666,13.333333333333334
M Markande,26,18,1,0.0,3.0,8.666666666666666,inf,inf
M Prasidh Krishna,357,253,10,12.0,42.166666666666664,8.466403162055336,29.75,21.083333333333332
MC Henriques,47,61,5,4.0,10.166666666666666,4.622950819672131,11.75,15.25
MK Lomror,47,43,4,1.0,7.166666666666667,6.558139534883721,47.0,43.0
MM Ali,163,154,10,7.0,25.666666666666668,6.35064935064935,23.285714285714285,22.0
MP Stoinis,124,69,8,2.0,11.5,10.782608695652174,62.0,34.5
Mohammad Nabi,86,48,3,2.0,8.0,10.75,43.0,24.0
Mohammed Shami,400,323,14,20.0,53.833333333333336,7.430340557275541,20.0,16.15
Mohammed Siraj,366,321,15,11.0,53.5,6.841121495327103,33.27272727272727,29.181818181818183
Mujeeb Ur Rahman,30,26,1,2.0,4.333333333333333,6.923076923076923,15.0,13.0
Mustafizur Rahman,448,327,14,18.0,54.5,8.220183486238533,24.88888888888889,18.166666666666668
N Rana,12,12,2,0.0,2.0,6.0,inf,inf
NM Coulter-Nile,131,121,5,7.0,20.166666666666668,6.495867768595041,18.714285714285715,17.285714285714285
NT Ellis,91,68,3,1.0,11.333333333333334,8.029411764705882,91.0,68.0
Navdeep Saini,53,25,2,0.0,4.166666666666667,12.719999999999999,inf,inf
PJ Cummins,237,168,7,9.0,28.0,8.464285714285714,26.333333333333332,18.666666666666668
PP Chawla,38,24,1,1.0,4.0,9.5,38.0,24.0
PWH de Silva,60,36,2,0.0,6.0,10.0,inf,inf
R Ashwin,334,278,13,8.0,46.333333333333336,7.2086330935251794,41.75,34.75
R Parag,73,39,6,2.0,6.5,11.23076923076923,36.5,19.5
R Tewatia,342,229,13,8.0,38.166666666666664,8.960698689956333,42.75,28.625
RA Jadeja,347,300,16,13.0,50.0,6.94,26.692307692307693,23.076923076923077
RD Chahar,324,261,11,13.0,43.5,7.448275862068965,24.923076923076923,20.076923076923077
RG Sharma,13,7,2,0.0,1.1666666666666667,11.142857142857142,inf,inf
RP Meredith,171,108,5,4.0,18.0,9.5,42.75,27.0
RV Patel,22,20,1,0.0,3.3333333333333335,6.6,inf,inf
Rashid Khan,398,349,14,19.0,58.166666666666664,6.8424068767908315,20.94736842105263,18.36842105263158
Ravi Bishnoi,240,220,9,13.0,36.666666666666664,6.545454545454546,18.46153846153846,16.923076923076923
S Dube,53,31,4,0.0,5.166666666666667,10.258064516129032,inf,inf
S Gopal,84,42,3,0.0,7.0,12.0,inf,inf
S Kaul,253,181,8,8.0,30.166666666666668,8.386740331491712,31.625,22.625
S Nadeem,36,24,1,1.0,4.0,9.0,36.0,24.0
S Sandeep Warrier,15,12,1,0.0,2.0,7.5,inf,inf
SM Curran,332,209,9,10.0,34.833333333333336,9.531100478468899,33.2,20.9
SN Thakur,531,388,16,22.0,64.66666666666667,8.211340206185566,24.136363636363637,17.636363636363637
SP Narine,369,344,14,18.0,57.333333333333336,6.436046511627906,20.5,19.11111111111111
Sandeep Sharma,204,145,7,3.0,24.166666666666668,8.441379310344827,68.0,48.333333333333336
Shahbaz Ahmed,92,84,6,7.0,14.0,6.571428571428571,13.142857142857142,12.0
Shakib Al Hasan,188,157,8,5.0,26.166666666666668,7.184713375796178,37.6,31.4
Shivam Mavi,242,204,9,12.0,34.0,7.117647058823529,20.166666666666668,17.0
T Natarajan,70,50,2,2.0,8.333333333333334,8.399999999999999,35.0,25.0
T Shamsi,34,24,1,0.0,4.0,8.5,inf,inf
TA Boult,409,317,14,14.0,52.833333333333336,7.7413249211356465,29.214285714285715,22.642857142857142
TG Southee,95,74,3,5.0,12.333333333333334,7.702702702702703,19.0,14.8
TK Curran,104,72,3,4.0,12.0,8.666666666666666,26.0,18.0
Umran Malik,96,75,3,2.0,12.5,7.68,48.0,37.5
V Shankar,100,72,5,4.0,12.0,8.333333333333334,25.0,18.0
VR Iyer,71,54,4,3.0,9.0,7.888888888888889,23.666666666666668,18.0
Washington Sundar,119,98,6,3.0,16.333333333333332,7.2857142857142865,39.666666666666664,32.666666666666664
YS Chahal,381,323,15,19.0,53.833333333333336,7.077399380804954,20.05263157894737,17.0
