bowler,total_runs,ball,is_wicket,matches_bowling,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls,dot_ball_percentage
KP Appanna,291,222,11,13,37.0,7.864864864864865,26.454545454545453,20.181818181818183,0.8461538461538461,68.0,30.630630630630627
KP Pietersen,218,180,9,13,30.0,7.266666666666667,24.22222222222222,20.0,0.6923076923076923,54.0,30.0
KR Mayers,59,46,0,6,7.666666666666667,7.695652173913043,59.0,46.0,0.0,14.0,30.434782608695656
KR Sen,396,255,14,12,42.5,9.31764705882353,28.285714285714285,18.214285714285715,1.1666666666666667,83.0,32.549019607843135
KS Williamson,31,18,0,2,3.0,10.333333333333334,31.0,18.0,0.0,2.0,11.11111111111111
KT Maphaka,90,39,1,2,6.5,13.846153846153847,90.0,39.0,0.5,11.0,28.205128205128204
KV Sharma,2130,1520,82,82,253.33333333333334,8.407894736842104,25.975609756097562,18.536585365853657,1.0,483.0,31.776315789473685
KW Richardson,479,345,21,15,57.5,8.330434782608696,22.80952380952381,16.428571428571427,1.4,129.0,37.391304347826086
Kamran Khan,248,177,14,9,29.5,8.40677966101695,17.714285714285715,12.642857142857142,1.5555555555555556,63.0,35.59322033898305
Karanveer Singh,323,213,14,9,35.5,9.098591549295774,23.071428571428573,15.214285714285714,1.5555555555555556,64.0,30.046948356807512
Kartik Tyagi,720,458,16,20,76.33333333333333,9.43231441048035,45.0,28.625,0.8,148.0,32.314410480349345
Kuldeep Yadav,2413,1786,90,82,297.6666666666667,8.106382978723405,26.81111111111111,19.844444444444445,1.0975609756097562,520.0,29.11534154535274
L Ablish,76,45,5,3,7.5,10.133333333333333,15.2,9.0,1.6666666666666667,10.0,22.22222222222222
L Balaji,2083,1574,85,73,262.3333333333333,7.940279542566709,24.50588235294118,18.51764705882353,1.1643835616438356,537.0,34.11689961880559
L Ngidi,460,342,28,14,57.0,8.070175438596491,16.428571428571427,12.214285714285714,2.0,131.0,38.30409356725146
L Wood,94,38,1,2,6.333333333333333,14.842105263157896,94.0,38.0,0.5,8.0,21.052631578947366
LA Carseldine,6,7,1,1,1.1666666666666667,5.142857142857142,6.0,7.0,1.0,4.0,57.14285714285714
LB Williams,74,42,1,2,7.0,10.571428571428571,74.0,42.0,0.5,12.0,28.57142857142857
LE Plunkett,228,154,4,7,25.666666666666668,8.883116883116882,57.0,38.5,0.5714285714285714,39.0,25.324675324675322
LH Ferguson,1451,1002,57,45,167.0,8.688622754491018,25.45614035087719,17.57894736842105,1.2666666666666666,351.0,35.029940119760475
LI Meriwala,32,19,1,1,3.1666666666666665,10.105263157894738,32.0,19.0,1.0,6.0,31.57894736842105
LJ Wright,125,75,2,6,12.5,10.0,62.5,37.5,0.3333333333333333,14.0,18.666666666666668
LMP Simmons,34,18,1,1,3.0,11.333333333333334,34.0,18.0,1.0,2.0,11.11111111111111
LPC Silva,21,6,0,1,1.0,21.0,21.0,6.0,0.0,,
LR Shukla,458,326,17,27,54.333333333333336,8.429447852760736,26.941176470588236,19.176470588235293,0.6296296296296297,109.0,33.43558282208589
LRPL Taylor,24,13,0,2,2.1666666666666665,11.076923076923078,24.0,13.0,0.0,,
LS Livingstone,395,267,11,22,44.5,8.876404494382022,35.90909090909091,24.272727272727273,0.5,71.0,26.591760299625467
Lalit Yadav,430,294,11,19,49.0,8.775510204081632,39.09090909090909,26.727272727272727,0.5789473684210527,82.0,27.89115646258503
M Ashwin,1182,898,35,44,149.66666666666666,7.8975501113585755,33.77142857142857,25.65714285714286,0.7954545454545454,283.0,31.514476614699333
M Jansen,732,487,22,21,81.16666666666667,9.018480492813142,33.27272727272727,22.136363636363637,1.0476190476190477,176.0,36.139630390143736
M Kartik,1418,1182,39,55,197.0,7.197969543147208,36.35897435897436,30.307692307692307,0.7090909090909091,382.0,32.31810490693739
M Manhas,42,42,0,3,7.0,6.0,42.0,42.0,0.0,15.0,35.714285714285715
M Markande,1081,737,37,37,122.83333333333333,8.800542740841248,29.216216216216218,19.91891891891892,1.0,210.0,28.493894165535956
M Morkel,2136,1699,88,70,283.1666666666667,7.543260741612713,24.272727272727273,19.306818181818183,1.2571428571428571,708.0,41.6715715126545
M Muralitharan,1765,1581,67,66,263.5,6.698292220113852,26.34328358208955,23.597014925373134,1.0151515151515151,600.0,37.95066413662239
M Ntini,257,213,8,9,35.5,7.23943661971831,32.125,26.625,0.8888888888888888,99.0,46.478873239436616
M Pathirana,617,503,38,20,83.83333333333333,7.359840954274354,16.236842105263158,13.236842105263158,1.9,160.0,31.809145129224653
M Prasidh Krishna,1741,1231,54,51,205.16666666666666,8.48578391551584,32.24074074074074,22.796296296296298,1.0588235294117647,475.0,38.58651502843217
M Shahrukh Khan,16,12,0,2,2.0,8.0,16.0,12.0,0.0,3.0,25.0
M Siddharth,72,58,1,3,9.666666666666666,7.448275862068966,72.0,58.0,0.3333333333333333,22.0,37.93103448275862
M Theekshana,814,631,25,27,105.16666666666667,7.740095087163232,32.56,25.24,0.9259259259259259,190.0,30.11093502377179
M Vijay,49,37,0,4,6.166666666666667,7.945945945945946,49.0,37.0,0.0,8.0,21.62162162162162
M de Lange,171,116,6,5,19.333333333333332,8.844827586206897,28.5,19.333333333333332,1.2,39.0,33.62068965517241
MA Khote,52,30,2,2,5.0,10.4,26.0,15.0,1.0,5.0,16.666666666666664
MA Starc,1175,879,59,39,146.5,8.020477815699659,19.915254237288135,14.898305084745763,1.5128205128205128,334.0,37.997724687144476
MA Wood,192,127,11,5,21.166666666666668,9.070866141732283,17.454545454545453,11.545454545454545,2.2,47.0,37.00787401574803
MB Parmar,33,19,0,1,3.1666666666666665,10.421052631578949,33.0,19.0,0.0,4.0,21.052631578947366
MC Henriques,1302,979,46,60,163.16666666666666,7.9795709908069465,28.304347826086957,21.282608695652176,0.7666666666666667,306.0,31.256384065372828
MF Maharoof,532,441,33,20,73.5,7.238095238095238,16.12121212121212,13.363636363636363,1.65,165.0,37.41496598639456
MG Bracewell,95,66,6,5,11.0,8.636363636363637,15.833333333333334,11.0,1.2,26.0,39.39393939393939
MG Johnson,1740,1301,66,54,216.83333333333334,8.024596464258263,26.363636363636363,19.71212121212121,1.2222222222222223,535.0,41.12221368178324
MG Neser,62,25,0,1,4.166666666666667,14.879999999999999,62.0,25.0,0.0,5.0,20.0
MJ Clarke,72,66,3,5,11.0,6.545454545454546,24.0,22.0,0.6,22.0,33.33333333333333
MJ Henry,183,105,3,6,17.5,10.457142857142857,61.0,35.0,0.5,31.0,29.523809523809526
MJ McClenaghan,1839,1346,75,56,224.33333333333334,8.197622585438335,24.52,17.946666666666665,1.3392857142857142,507.0,37.667161961367015
MJ Santner,428,370,16,18,61.666666666666664,6.940540540540541,26.75,23.125,0.8888888888888888,134.0,36.21621621621622
MJ Suthar,26,12,0,1,2.0,13.0,26.0,12.0,0.0,4.0,33.33333333333333
MK Lomror,127,94,2,11,15.666666666666666,8.106382978723405,63.5,47.0,0.18181818181818182,22.0,23.404255319148938
MK Tiwary,83,45,1,6,7.5,11.066666666666666,83.0,45.0,0.16666666666666666,9.0,20.0
MM Ali,900,770,40,52,128.33333333333334,7.012987012987012,22.5,19.25,0.7692307692307693,266.0,34.54545454545455
MM Patel,1733,1382,82,63,230.33333333333334,7.523878437047757,21.134146341463413,16.853658536585368,1.3015873015873016,590.0,42.6917510853835
MM Sharma,3278,2308,147,111,384.6666666666667,8.52166377816291,22.299319727891156,15.700680272108844,1.3243243243243243,782.0,33.882149046793764
MN Samuels,285,219,10,11,36.5,7.808219178082192,28.5,21.9,0.9090909090909091,79.0,36.07305936073059
MP Stoinis,1300,831,45,62,138.5,9.386281588447654,28.88888888888889,18.466666666666665,0.7258064516129032,219.0,26.353790613718413
MP Yadav,88,76,8,4,12.666666666666666,6.947368421052632,11.0,9.5,2.0,39.0,51.31578947368421
MR Marsh,803,593,37,34,98.83333333333333,8.1247892074199,21.7027027027027,16.027027027027028,1.088235294117647,181.0,30.522765598650924
MS Gony,1317,925,39,44,154.16666666666666,8.542702702702703,33.76923076923077,23.71794871794872,0.8863636363636364,348.0,37.62162162162162
MW Short,25,25,0,3,4.166666666666667,6.0,25.0,25.0,0.0,11.0,44.0
Mandeep Singh,26,12,0,2,2.0,13.0,26.0,12.0,0.0,1.0,8.333333333333332
Mashrafe Mortaza,59,28,1,1,4.666666666666667,12.642857142857142,59.0,28.0,1.0,6.0,21.428571428571427
Mayank Dagar,205,138,2,8,23.0,8.91304347826087,102.5,69.0,0.25,43.0,31.15942028985507
Mohammad Asif,307,199,9,8,33.166666666666664,9.256281407035177,34.111111111111114,22.11111111111111,1.125,64.0,32.1608040201005
Mohammad Hafeez,71,63,2,4,10.5,6.761904761904762,35.5,31.5,0.5,22.0,34.92063492063492
Mohammad Nabi,527,419,15,23,69.83333333333333,7.5465393794749405,35.13333333333333,27.933333333333334,0.6521739130434783,146.0,34.84486873508354
Mohammed Shami,3486,2521,144,110,420.1666666666667,8.296707655692185,24.208333333333332,17.506944444444443,1.309090909090909,984.0,39.03213010710036
Mohammed Siraj,2894,2081,96,93,346.8333333333333,8.34406535319558,30.145833333333332,21.677083333333332,1.032258064516129,806.0,38.731379144642
Mohit Rathee,29,12,0,1,2.0,14.5,29.0,12.0,0.0,3.0,25.0
Mohsin Khan,698,507,27,23,84.5,8.2603550295858,25.85185185185185,18.77777777777778,1.173913043478261,209.0,41.222879684418146
Monu Kumar,20,16,0,1,2.6666666666666665,7.5,20.0,16.0,0.0,4.0,25.0
Mujeeb Ur Rahman,598,452,20,19,75.33333333333333,7.938053097345133,29.9,22.6,1.0526315789473684,147.0,32.52212389380531
Mukesh Choudhary,452,298,16,14,49.666666666666664,9.100671140939598,28.25,18.625,1.1428571428571428,120.0,40.26845637583892
Mukesh Kumar,707,420,31,20,70.0,10.1,22.806451612903224,13.548387096774194,1.55,130.0,30.952380952380953
Mustafizur Rahman,1792,1353,70,57,225.5,7.946784922394679,25.6,19.32857142857143,1.2280701754385965,464.0,34.29416112342942
N Burger,152,105,7,5,17.5,8.685714285714285,21.714285714285715,15.0,1.4,46.0,43.80952380952381
N Rana,253,185,10,24,30.833333333333332,8.205405405405406,25.3,18.5,0.4166666666666667,58.0,31.351351351351354
N Thushara,259,172,8,7,28.666666666666668,9.034883720930232,32.375,21.5,1.1428571428571428,49.0,28.488372093023255
N Wadhera,13,12,0,1,2.0,6.5,13.0,12.0,0.0,2.0,16.666666666666664
NA Saini,35,15,0,1,2.5,14.0,35.0,15.0,0.0,2.0,13.333333333333334
NB Singh,18,25,1,2,4.166666666666667,4.319999999999999,18.0,25.0,0.5,13.0,52.0
ND Doshi,79,57,2,4,9.5,8.31578947368421,39.5,28.5,0.5,24.0,42.10526315789473
NJ Rimmington,20,18,0,1,3.0,6.666666666666667,20.0,18.0,0.0,9.0,50.0
NL McCullum,35,30,0,2,5.0,7.0,35.0,30.0,0.0,10.0,33.33333333333333
NLTC Perera,1031,715,37,36,119.16666666666667,8.651748251748252,27.864864864864863,19.324324324324323,1.0277777777777777,227.0,31.74825174825175
NM Coulter-Nile,1125,892,52,38,148.66666666666666,7.567264573991032,21.634615384615383,17.153846153846153,1.368421052631579,368.0,41.25560538116592
NT Ellis,514,365,19,16,60.833333333333336,8.449315068493151,27.05263157894737,19.210526315789473,1.1875,112.0,30.684931506849317
Naman Dhir,55,29,0,3,4.833333333333333,11.379310344827587,55.0,29.0,0.0,3.0,10.344827586206897
Navdeep Saini,968,682,26,31,113.66666666666667,8.516129032258064,37.23076923076923,26.23076923076923,0.8387096774193549,272.0,39.882697947214076
Naveen-ul-Haq,602,407,26,17,67.83333333333333,8.874692874692876,23.153846153846153,15.653846153846153,1.5294117647058822,133.0,32.67813267813268
Nithish Kumar Reddy,208,118,4,9,19.666666666666668,10.576271186440678,52.0,29.5,0.4444444444444444,29.0,24.576271186440678
Noor Ahmad,672,513,24,23,85.5,7.859649122807017,28.0,21.375,1.0434782608695652,171.0,33.33333333333333
O Thomas,85,63,5,4,10.5,8.095238095238095,17.0,12.6,1.25,17.0,26.984126984126984
OC McCoy,255,180,11,8,30.0,8.5,23.181818181818183,16.363636363636363,1.375,49.0,27.22222222222222
OF Smith,179,95,7,6,15.833333333333334,11.305263157894736,25.571428571428573,13.571428571428571,1.1666666666666667,35.0,36.84210526315789
P Amarnath,241,132,7,6,22.0,10.954545454545455,34.42857142857143,18.857142857142858,1.1666666666666667,29.0,21.96969696969697
P Awana,1046,774,43,33,129.0,8.108527131782946,24.325581395348838,18.0,1.303030303030303,293.0,37.85529715762274
P Dubey,91,67,1,4,11.166666666666666,8.149253731343284,91.0,67.0,0.25,20.0,29.850746268656714
P Kumar,3342,2637,102,119,439.5,7.604095563139932,32.76470588235294,25.852941176470587,0.8571428571428571,1075.0,40.76602199469094
P Negi,954,733,38,42,122.16666666666667,7.80900409276944,25.105263157894736,19.289473684210527,0.9047619047619048,237.0,32.33287858117326
P Parameswaran,226,159,9,8,26.5,8.528301886792454,25.11111111111111,17.666666666666668,1.125,64.0,40.25157232704403
P Prasanth,18,6,0,1,1.0,18.0,18.0,6.0,0.0,3.0,50.0
P Ray Barman,56,24,0,1,4.0,14.0,56.0,24.0,0.0,2.0,8.333333333333332
P Sahu,152,107,3,5,17.833333333333332,8.52336448598131,50.666666666666664,35.666666666666664,0.6,24.0,22.429906542056074
P Suyal,154,107,2,5,17.833333333333332,8.63551401869159,77.0,53.5,0.4,36.0,33.64485981308411
PC Valthaty,207,153,7,10,25.5,8.117647058823529,29.571428571428573,21.857142857142858,0.7,44.0,28.75816993464052
PD Collingwood,101,90,5,6,15.0,6.733333333333333,20.2,18.0,0.8333333333333334,24.0,26.666666666666668
PH Solanki,39,36,2,2,6.0,6.5,19.5,18.0,1.0,11.0,30.555555555555557
PJ Cummins,1976,1370,66,58,228.33333333333334,8.654014598540146,29.939393939393938,20.757575757575758,1.1379310344827587,467.0,34.087591240875916
PJ Sangwan,1267,905,44,42,150.83333333333334,8.4,28.795454545454547,20.568181818181817,1.0476190476190477,319.0,35.248618784530386
PM Sarvesh Kumar,42,31,1,2,5.166666666666667,8.129032258064516,42.0,31.0,0.5,11.0,35.483870967741936
PP Chawla,5179,3895,201,191,649.1666666666666,7.977920410783056,25.766169154228855,19.378109452736318,1.0523560209424083,1325.0,34.017971758664956
PP Ojha,2399,1945,99,90,324.1666666666667,7.40051413881748,24.232323232323232,19.646464646464647,1.1,667.0,34.29305912596401
PV Tambe,866,674,28,33,112.33333333333333,7.70919881305638,30.928571428571427,24.071428571428573,0.8484848484848485,204.0,30.267062314540063
PVD Chameera,442,297,11,13,49.5,8.929292929292929,40.18181818181818,27.0,0.8461538461538461,122.0,41.07744107744108
PWH de Silva,758,557,36,26,92.83333333333333,8.165170556552964,21.055555555555557,15.472222222222221,1.3846153846153846,202.0,36.2657091561939
Pankaj Singh,472,311,11,17,51.833333333333336,9.106109324758842,42.90909090909091,28.272727272727273,0.6470588235294118,111.0,35.69131832797427
Parvez Rasool,273,200,4,11,33.333333333333336,8.19,68.25,50.0,0.36363636363636365,60.0,30.0
R Ashwin,5435,4679,198,208,779.8333333333334,6.969437914084206,27.449494949494948,23.63131313131313,0.9519230769230769,1552.0,33.16948065826031
R Bhatia,2059,1661,82,91,276.8333333333333,7.437688139674895,25.109756097560975,20.25609756097561,0.9010989010989011,436.0,26.249247441300422
R Dhawan,922,693,27,36,115.5,7.982683982683983,34.148148148148145,25.666666666666668,0.75,205.0,29.58152958152958
R Goyal,34,24,0,1,4.0,8.5,34.0,24.0,0.0,6.0,25.0
R McLaren,558,372,14,18,62.0,9.0,39.857142857142854,26.571428571428573,0.7777777777777778,116.0,31.182795698924732
R Ninan,65,36,3,2,6.0,10.833333333333334,21.666666666666668,12.0,1.5,8.0,22.22222222222222
R Parag,307,181,5,21,30.166666666666668,10.176795580110497,61.4,36.2,0.23809523809523808,36.0,19.88950276243094
R Powell,35,21,1,2,3.5,10.0,35.0,21.0,0.5,4.0,19.047619047619047
R Rampaul,319,278,17,12,46.333333333333336,6.884892086330935,18.764705882352942,16.352941176470587,1.4166666666666667,130.0,46.76258992805755
R Ravindra,7,12,0,2,2.0,3.5,7.0,12.0,0.0,5.0,41.66666666666667
R Sai Kishore,259,191,13,10,31.833333333333332,8.136125654450263,19.923076923076923,14.692307692307692,1.3,56.0,29.31937172774869
R Sanjay Yadav,23,14,0,1,2.3333333333333335,9.857142857142856,23.0,14.0,0.0,6.0,42.857142857142854
R Sathish,233,144,6,14,24.0,9.708333333333334,38.833333333333336,24.0,0.42857142857142855,30.0,20.833333333333336
R Sharma,1100,935,42,44,155.83333333333334,7.0588235294117645,26.19047619047619,22.261904761904763,0.9545454545454546,334.0,35.721925133689844
R Shepherd,260,133,6,8,22.166666666666668,11.729323308270676,43.333333333333336,22.166666666666668,0.75,38.0,28.57142857142857
R Shukla,217,130,7,7,21.666666666666668,10.015384615384615,31.0,18.571428571428573,1.0,38.0,29.230769230769234
R Tewatia,1117,866,36,52,144.33333333333334,7.739030023094688,31.02777777777778,24.055555555555557,0.6923076923076923,264.0,30.484988452655887
R Vinay Kumar,3041,2186,127,104,364.3333333333333,8.346752058554438,23.944881889763778,17.212598425196852,1.2211538461538463,763.0,34.90393412625801
RA Jadeja,4917,3895,169,211,649.1666666666666,7.5743260590500645,29.09467455621302,23.047337278106507,0.8009478672985783,1216.0,31.21951219512195
RA Shaikh,11,6,0,1,1.0,11.0,11.0,6.0,0.0,1.0,16.666666666666664
RA Tripathi,12,6,0,1,1.0,12.0,12.0,6.0,0.0,,
RD Chahar,2165,1697,76,77,282.8333333333333,7.65468473777254,28.486842105263158,22.32894736842105,0.987012987012987,574.0,33.82439599292869
RE van der Merwe,515,455,25,21,75.83333333333333,6.791208791208792,20.6,18.2,1.1904761904761905,148.0,32.527472527472526
RG More,63,37,1,2,6.166666666666667,10.216216216216216,63.0,37.0,0.5,4.0,10.81081081081081
RG Sharma,462,349,16,32,58.166666666666664,7.9426934097421205,28.875,21.8125,0.5,88.0,25.214899713467048
RJ Gleeson,72,51,1,2,8.5,8.470588235294118,72.0,51.0,0.5,19.0,37.254901960784316
RJ Harris,1085,865,47,37,144.16666666666666,7.526011560693642,23.085106382978722,18.404255319148938,1.2702702702702702,364.0,42.08092485549133
RJ Peterson,70,48,3,4,8.0,8.75,23.333333333333332,16.0,0.75,21.0,43.75
RJW Topley,182,107,5,5,17.833333333333332,10.205607476635514,36.4,21.4,1.0,38.0,35.51401869158878
RN ten Doeschate,94,83,3,10,13.833333333333334,6.795180722891566,31.333333333333332,27.666666666666668,0.3,22.0,26.506024096385545
RP Meredith,621,415,21,18,69.16666666666667,8.978313253012047,29.571428571428573,19.761904761904763,1.1666666666666667,147.0,35.42168674698795
RP Singh,2417,1874,100,82,312.3333333333333,7.738527214514408,24.17,18.74,1.2195121951219512,744.0,39.701173959445036
RR Bhatkal,35,12,0,1,2.0,17.5,35.0,12.0,0.0,,
RR Bose,24,12,0,1,2.0,12.0,24.0,12.0,0.0,5.0,41.66666666666667
RR Powar,538,443,15,26,73.83333333333333,7.286681715575622,35.86666666666667,29.533333333333335,0.5769230769230769,166.0,37.471783295711056
RR Raje,214,144,7,10,24.0,8.916666666666666,30.571428571428573,20.571428571428573,0.7,39.0,27.083333333333332
RS Bopara,301,213,13,14,35.5,8.47887323943662,23.153846153846153,16.384615384615383,0.9285714285714286,61.0,28.638497652582164
RS Gavaskar,8,6,0,1,1.0,8.0,8.0,6.0,0.0,2.0,33.33333333333333
RS Hangargekar,60,43,3,2,7.166666666666667,8.372093023255813,20.0,14.333333333333334,1.5,14.0,32.55813953488372
RV Gomez,130,97,6,9,16.166666666666668,8.041237113402062,21.666666666666668,16.166666666666668,0.6666666666666666,37.0,38.144329896907216
RV Patel,22,20,0,1,3.3333333333333335,6.6,22.0,20.0,0.0,5.0,25.0
RW Price,33,18,0,1,3.0,11.0,33.0,18.0,0.0,1.0,5.555555555555555
Ramandeep Singh,64,45,6,4,7.5,8.533333333333333,10.666666666666666,7.5,1.5,12.0,26.666666666666668
Rashid Khan,3340,2901,157,121,483.5,6.907962771458118,21.273885350318473,18.477707006369428,1.2975206611570247,1060.0,36.53912443984833
Rasikh Salam,341,207,9,11,34.5,9.884057971014492,37.888888888888886,23.0,0.8181818181818182,56.0,27.053140096618357
Ravi Bishnoi,1861,1460,68,65,243.33333333333334,7.647945205479452,27.36764705882353,21.470588235294116,1.0461538461538462,492.0,33.6986301369863
S Aravind,1057,788,48,38,131.33333333333334,8.048223350253807,22.020833333333332,16.416666666666668,1.263157894736842,290.0,36.80203045685279
S Badree,329,263,11,12,43.833333333333336,7.505703422053232,29.90909090909091,23.90909090909091,0.9166666666666666,109.0,41.44486692015209
S Dhawan,72,49,4,6,8.166666666666666,8.816326530612246,18.0,12.25,0.6666666666666666,17.0,34.69387755102041
S Dube,190,117,6,14,19.5,9.743589743589743,31.666666666666668,19.5,0.42857142857142855,23.0,19.65811965811966
S Gopal,1358,1000,53,51,166.66666666666666,8.148,25.62264150943396,18.867924528301888,1.0392156862745099,317.0,31.7
S Joseph,51,30,0,1,5.0,10.2,51.0,30.0,0.0,9.0,30.0
S Kaul,1772,1238,63,55,206.33333333333334,8.588045234248789,28.126984126984127,19.650793650793652,1.1454545454545455,387.0,31.260096930533116
S Kaushik,304,210,6,10,35.0,8.685714285714285,50.666666666666664,35.0,0.6,68.0,32.38095238095238
S Ladda,225,141,5,9,23.5,9.574468085106384,45.0,28.2,0.5555555555555556,48.0,34.04255319148936
S Lamichhane,297,211,14,9,35.166666666666664,8.445497630331754,21.214285714285715,15.071428571428571,1.5555555555555556,75.0,35.54502369668246
S Midhun,29,13,0,1,2.1666666666666665,13.384615384615385,29.0,13.0,0.0,3.0,23.076923076923077
S Nadeem,1800,1444,54,70,240.66666666666666,7.4792243767313025,33.333333333333336,26.74074074074074,0.7714285714285715,453.0,31.371191135734072
S Narwal,203,113,6,6,18.833333333333332,10.778761061946904,33.833333333333336,18.833333333333332,1.0,37.0,32.743362831858406
S Rana,18,16,0,3,2.6666666666666665,6.75,18.0,16.0,0.0,5.0,31.25
S Randiv,223,180,8,8,30.0,7.433333333333334,27.875,22.5,1.0,60.0,33.33333333333333
S Sandeep Warrier,257,176,8,10,29.333333333333332,8.761363636363637,32.125,22.0,0.8,72.0,40.909090909090914
S Sreesanth,1221,947,43,44,157.83333333333334,7.736008447729672,28.3953488372093,22.023255813953487,0.9772727272727273,399.0,42.13305174234424
S Sriram,49,18,0,2,3.0,16.333333333333332,49.0,18.0,0.0,2.0,11.11111111111111
S Tyagi,304,220,6,14,36.666666666666664,8.290909090909091,50.666666666666664,36.666666666666664,0.42857142857142855,93.0,42.27272727272727
S Vidyut,22,13,1,1,2.1666666666666665,10.153846153846155,22.0,13.0,1.0,5.0,38.46153846153847
SA Abbott,104,59,1,3,9.833333333333334,10.576271186440678,104.0,59.0,0.3333333333333333,13.0,22.033898305084744
SA Yadav,8,6,0,1,1.0,8.0,8.0,6.0,0.0,2.0,33.33333333333333
SB Bangar,221,153,6,9,25.5,8.666666666666666,36.833333333333336,25.5,0.6666666666666666,55.0,35.947712418300654
SB Jakati,1474,1101,50,57,183.5,8.032697547683924,29.48,22.02,0.8771929824561403,337.0,30.60853769300636
SB Joshi,82,55,1,4,9.166666666666666,8.945454545454545,82.0,55.0,0.25,18.0,32.72727272727273
SB Styris,278,222,9,11,37.0,7.513513513513513,30.88888888888889,24.666666666666668,0.8181818181818182,83.0,37.38738738738739
SB Wagh,147,108,5,8,18.0,8.166666666666666,29.4,21.6,0.625,45.0,41.66666666666667
SC Ganguly,370,280,12,20,46.666666666666664,7.928571428571429,30.833333333333332,23.333333333333332,0.6,75.0,26.785714285714285
SC Kuggeleijn,71,50,2,2,8.333333333333334,8.52,35.5,25.0,1.0,17.0,34.0
SD Chitnis,62,38,2,2,6.333333333333333,9.789473684210527,31.0,19.0,1.0,9.0,23.684210526315788
SE Bond,225,191,9,8,31.833333333333332,7.068062827225131,25.0,21.22222222222222,1.125,75.0,39.26701570680628
SE Rutherford,60,46,1,6,7.666666666666667,7.826086956521739,60.0,46.0,0.16666666666666666,7.0,15.217391304347828
SH Johnson,155,99,4,5,16.5,9.393939393939394,38.75,24.75,0.8,34.0,34.34343434343434
SJ Srivastava,444,306,15,14,51.0,8.705882352941176,29.6,20.4,1.0714285714285714,103.0,33.66013071895425
SK Raina,1139,930,30,69,155.0,7.348387096774194,37.96666666666667,31.0,0.43478260869565216,280.0,30.107526881720432
SK Trivedi,1944,1557,73,75,259.5,7.491329479768786,26.63013698630137,21.328767123287673,0.9733333333333334,492.0,31.59922928709056
SK Warne,1465,1223,60,54,203.83333333333334,7.187244480784955,24.416666666666668,20.383333333333333,1.1111111111111112,426.0,34.8323793949305
SL Malinga,3486,2974,188,122,495.6666666666667,7.032952252858103,18.54255319148936,15.819148936170214,1.540983606557377,1144.0,38.46671149966375
SM Boland,56,43,3,2,7.166666666666667,7.813953488372093,18.666666666666668,14.333333333333334,1.5,14.0,32.55813953488372
SM Curran,1924,1234,62,58,205.66666666666666,9.354943273905997,31.032258064516128,19.903225806451612,1.0689655172413792,378.0,30.63209076175041
SM Harwood,74,67,3,3,11.166666666666666,6.6268656716417915,24.666666666666668,22.333333333333332,1.0,33.0,49.25373134328358
SM Pollock,307,280,13,13,46.666666666666664,6.578571428571429,23.615384615384617,21.53846153846154,1.0,130.0,46.42857142857143
SMSM Senanayake,211,195,9,8,32.5,6.492307692307692,23.444444444444443,21.666666666666668,1.125,73.0,37.43589743589744
SN Khan,6,2,0,1,0.3333333333333333,18.0,6.0,2.0,0.0,,
SN Thakur,2908,1979,100,92,329.8333333333333,8.816574027286508,29.08,19.79,1.0869565217391304,639.0,32.289034866093985
SP Narine,4672,4146,200,175,691.0,6.7612156295224315,23.36,20.73,1.1428571428571428,1569.0,37.84370477568741
SPD Smith,5,2,0,1,0.3333333333333333,15.0,5.0,2.0,0.0,,
SR Tendulkar,59,37,0,4,6.166666666666667,9.567567567567567,59.0,37.0,0.0,4.0,10.81081081081081
SR Watson,2742,2137,107,105,356.1666666666667,7.698642957416939,25.626168224299064,19.97196261682243,1.019047619047619,803.0,37.57604117922321
SS Agarwal,42,24,1,1,4.0,10.5,42.0,24.0,1.0,7.0,29.166666666666668
SS Cottrell,177,131,6,6,21.833333333333332,8.106870229007635,29.5,21.833333333333332,1.0,58.0,44.274809160305345
SS Iyer,7,6,0,1,1.0,7.0,7.0,6.0,0.0,4.0,66.66666666666666
SS Mundhe,6,7,1,1,1.1666666666666667,5.142857142857142,6.0,7.0,1.0,4.0,57.14285714285714
SS Sarkar,34,25,1,2,4.166666666666667,8.16,34.0,25.0,0.5,4.0,16.0
SSB Magala,52,37,1,2,6.166666666666667,8.432432432432432,52.0,37.0,0.5,5.0,13.513513513513514
ST Jayasuriya,396,301,16,21,50.166666666666664,7.893687707641196,24.75,18.8125,0.7619047619047619,83.0,27.57475083056478
STR Binny,763,611,28,63,101.83333333333333,7.4926350245499185,27.25,21.821428571428573,0.4444444444444444,199.0,32.56955810147299
SW Tait,668,534,26,21,89.0,7.50561797752809,25.692307692307693,20.53846153846154,1.2380952380952381,200.0,37.453183520599254
SZ Mulani,57,33,0,2,5.5,10.363636363636363,57.0,33.0,0.0,7.0,21.21212121212121
Sachin Baby,8,10,3,2,1.6666666666666667,4.8,2.6666666666666665,3.3333333333333335,1.5,5.0,50.0
Sandeep Sharma,3758,2925,153,126,487.5,7.708717948717949,24.562091503267975,19.11764705882353,1.2142857142857142,1122.0,38.35897435897436
Shahbaz Ahmed,850,549,21,42,91.5,9.289617486338798,40.476190476190474,26.142857142857142,0.5,142.0,25.865209471766846
