batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
HV Patel,19,14,6,4.0,4.75,135.71428571428572,2.0,0.0,9
Harbhajan Singh,117,81,9,7.0,16.714285714285715,144.44444444444443,9.0,9.0,64
Imran Tahir,5,6,2,1.0,5.0,83.33333333333334,0.0,0.0,3
Iqbal Abdulla,20,20,2,1.0,20.0,100.0,0.0,4.0,20
J Botha,31,15,3,3.0,10.333333333333334,206.66666666666669,1.0,5.0,17
J Suchith,48,33,5,1.0,48.0,145.45454545454547,2.0,4.0,34
J Theron,1,1,1,0.0,1.0,100.0,0.0,0.0,1
JA Morkel,86,70,3,1.0,86.0,122.85714285714286,2.0,9.0,73
JP Duminy,414,327,13,10.0,41.4,126.60550458715596,20.0,27.0,78
JP Faulkner,144,116,11,9.0,16.0,124.13793103448276,5.0,12.0,46
KA Pollard,419,270,14,10.0,41.9,155.1851851851852,28.0,28.0,70
KD Karthik,141,120,11,10.0,14.1,117.5,4.0,15.0,28
KK Nair,181,147,12,10.0,18.1,123.12925170068027,5.0,18.0,61
KL Rahul,142,133,8,7.0,20.285714285714285,106.76691729323309,5.0,8.0,44
KM Jadhav,189,143,12,8.0,23.625,132.16783216783216,7.0,16.0,63
KS Williamson,31,29,2,1.0,31.0,106.89655172413792,1.0,1.0,26
KV Sharma,104,87,9,6.0,17.333333333333332,119.54022988505749,6.0,3.0,32
Karanveer Singh,11,16,3,1.0,11.0,68.75,0.0,1.0,5
LMP Simmons,540,455,13,13.0,41.53846153846154,118.68131868131869,21.0,56.0,71
M Morkel,4,3,1,0.0,4.0,133.33333333333331,0.0,0.0,4
M Vijay,251,233,11,9.0,27.88888888888889,107.72532188841201,8.0,27.0,39
M Vohra,82,83,7,7.0,11.714285714285714,98.79518072289156,5.0,4.0,39
MA Agarwal,213,187,10,10.0,21.3,113.90374331550801,7.0,23.0,68
MA Starc,11,14,3,1.0,11.0,78.57142857142857,0.0,1.0,9
MC Henriques,287,216,9,7.0,41.0,132.87037037037038,13.0,19.0,74
MEK Hussey,77,73,4,4.0,19.25,105.47945205479452,3.0,5.0,56
MG Johnson,31,38,8,5.0,6.2,81.57894736842105,1.0,1.0,13
MJ McClenaghan,13,6,3,1.0,13.0,216.66666666666666,2.0,0.0,12
MK Pandey,225,187,12,10.0,22.5,120.32085561497325,7.0,22.0,40
MK Tiwary,57,58,2,2.0,28.5,98.27586206896551,1.0,8.0,32
MM Sharma,28,18,5,2.0,14.0,155.55555555555557,2.0,1.0,21
MS Bisla,37,30,2,2.0,18.5,123.33333333333334,1.0,6.0,20
MS Dhoni,372,309,17,16.0,23.25,120.3883495145631,17.0,27.0,53
Mandeep Singh,157,102,8,7.0,22.428571428571427,153.921568627451,6.0,17.0,54
NJ Maddinson,4,7,1,1.0,4.0,57.14285714285714,0.0,1.0,4
NLTC Perera,12,15,2,2.0,6.0,80.0,1.0,0.0,9
NM Coulter-Nile,20,20,5,3.0,6.666666666666667,100.0,1.0,2.0,6
NV Ojha,137,126,11,9.0,15.222222222222221,108.73015873015872,4.0,12.0,28
P Kumar,17,25,4,2.0,8.5,68.0,0.0,1.0,12
P Negi,116,77,9,6.0,19.333333333333332,150.64935064935065,5.0,10.0,36
PA Patel,339,255,14,12.0,28.25,132.94117647058823,5.0,47.0,59
PJ Cummins,0,2,1,1.0,0.0,0.0,0.0,0.0,0
PP Chawla,54,49,7,5.0,10.8,110.20408163265304,2.0,5.0,22
PV Tambe,3,5,2,0.0,3.0,60.0,0.0,0.0,2
Parvez Rasool,2,2,1,0.0,2.0,100.0,0.0,0.0,2
Q de Kock,122,78,3,3.0,40.666666666666664,156.4102564102564,4.0,18.0,69
R Ashwin,52,34,6,3.0,17.333333333333332,152.94117647058823,1.0,6.0,23
R Bhatia,0,1,1,1.0,0.0,0.0,0.0,0.0,0
R Dhawan,36,33,4,2.0,18.0,109.09090909090908,2.0,2.0,25
R Vinay Kumar,0,2,2,1.0,0.0,0.0,0.0,0.0,0
RA Jadeja,132,128,11,8.0,16.5,103.125,3.0,7.0,24
RG More,2,2,1,0.0,2.0,100.0,0.0,0.0,2
RG Sharma,482,339,16,15.0,32.13333333333333,142.18289085545723,21.0,41.0,98
RN ten Doeschate,61,45,5,5.0,12.2,135.55555555555557,3.0,4.0,38
RR Rossouw,14,10,2,2.0,7.0,140.0,1.0,1.0,14
RS Bopara,145,121,8,5.0,29.0,119.83471074380165,6.0,6.0,41
RV Uthappa,364,287,13,12.0,30.333333333333332,126.82926829268293,7.0,42.0,80
S Aravind,0,1,1,0.0,0.0,0.0,0.0,0.0,0
S Dhawan,353,293,14,13.0,27.153846153846153,120.47781569965869,6.0,45.0,54
S Gopal,1,1,1,0.0,1.0,100.0,0.0,0.0,1
S Nadeem,2,7,1,1.0,2.0,28.57142857142857,0.0,0.0,2
SA Abbott,15,13,2,1.0,15.0,115.38461538461537,1.0,1.0,14
SA Yadav,157,115,13,9.0,17.444444444444443,136.52173913043478,8.0,12.0,46
SE Marsh,93,65,4,6.0,15.5,143.07692307692307,3.0,10.0,77
SK Raina,374,319,17,15.0,24.933333333333334,117.24137931034481,16.0,31.0,62
SL Malinga,6,11,1,0.0,6.0,54.54545454545454,0.0,1.0,6
SN Khan,111,72,7,6.0,18.5,154.16666666666669,2.0,12.0,45
SN Thakur,7,6,1,0.0,7.0,116.66666666666667,0.0,1.0,7
SP Narine,0,1,1,0.0,0.0,0.0,0.0,0.0,0
SPD Smith,298,228,12,12.0,24.833333333333332,130.70175438596493,3.0,34.0,79
SR Watson,347,270,9,9.0,38.55555555555556,128.51851851851853,14.0,37.0,104
SS Iyer,439,360,14,13.0,33.76923076923077,121.94444444444446,21.0,41.0,83
SS Tiwary,109,83,6,0.0,109.0,131.32530120481925,5.0,9.0,28
STR Binny,74,69,8,5.0,14.8,107.24637681159422,1.0,7.0,20
SV Samson,204,166,11,10.0,20.4,122.89156626506023,8.0,16.0,76
Sandeep Sharma,9,14,3,1.0,9.0,64.28571428571429,0.0,1.0,7
Shakib Al Hasan,36,32,3,3.0,12.0,112.5,0.0,5.0,23
TG Southee,13,9,2,0.0,13.0,144.44444444444443,0.0,1.0,7
UBT Chand,102,89,5,5.0,20.4,114.6067415730337,2.0,13.0,58
UT Yadav,29,16,3,1.0,29.0,181.25,1.0,5.0,24
V Kohli,505,395,16,14.0,36.07142857142857,127.84810126582278,23.0,35.0,82
V Sehwag,99,89,8,7.0,14.142857142857142,111.23595505617978,3.0,12.0,47
VR Aaron,6,3,1,1.0,6.0,200.0,1.0,0.0,6
WP Saha,249,205,13,13.0,19.153846153846153,121.46341463414633,10.0,16.0,42
YK Pathan,312,243,12,7.0,44.57142857142857,128.39506172839506,12.0,29.0,52
YS Chahal,1,1,1,0.0,1.0,100.0,0.0,0.0,1
Yuvraj Singh,248,215,13,13.0,19.076923076923077,115.34883720930233,10.0,23.0,57
