bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
RA Jadeja,352,229,12,5.0,38.166666666666664,9.222707423580786,70.4,45.8
RA Tripathi,12,6,1,0.0,1.0,12.0,inf,inf
RD Chahar,59,46,2,2.0,7.666666666666667,7.695652173913043,29.5,23.0
Rashid Khan,368,328,14,18.0,54.666666666666664,6.731707317073171,20.444444444444443,18.22222222222222
S Aravind,278,190,10,5.0,31.666666666666668,8.778947368421052,55.6,38.0
S Badree,191,151,7,9.0,25.166666666666668,7.589403973509933,21.22222222222222,16.77777777777778
S Kaul,303,221,10,16.0,36.833333333333336,8.226244343891402,18.9375,13.8125
S Kaushik,109,68,3,0.0,11.333333333333334,9.617647058823529,inf,inf
S Nadeem,119,110,7,6.0,18.333333333333332,6.490909090909091,19.833333333333332,18.333333333333332
SB Jakati,52,32,2,0.0,5.333333333333333,9.75,inf,inf
SK Raina,102,72,6,1.0,12.0,8.5,102.0,72.0
SL Malinga,388,287,12,11.0,47.833333333333336,8.11149825783972,35.27272727272727,26.09090909090909
SN Thakur,319,239,12,13.0,39.833333333333336,8.00836820083682,24.53846153846154,18.384615384615383
SP Narine,412,362,15,12.0,60.333333333333336,6.828729281767956,34.333333333333336,30.166666666666668
SR Watson,246,165,8,5.0,27.5,8.945454545454545,49.2,33.0
SS Agarwal,42,24,1,1.0,4.0,10.5,42.0,24.0
STR Binny,50,37,4,4.0,6.166666666666667,8.108108108108107,12.5,9.25
Sandeep Sharma,402,300,13,17.0,50.0,8.04,23.647058823529413,17.647058823529413
Shakib Al Hasan,34,18,1,0.0,3.0,11.333333333333334,inf,inf
Swapnil Singh,61,43,4,1.0,7.166666666666667,8.511627906976743,61.0,43.0
T Natarajan,116,82,6,2.0,13.666666666666666,8.487804878048781,58.0,41.0
TA Boult,222,148,6,5.0,24.666666666666668,9.0,44.4,29.6
TG Southee,97,66,3,3.0,11.0,8.818181818181818,32.333333333333336,22.0
TM Head,81,48,5,3.0,8.0,10.125,27.0,16.0
TS Mills,157,111,5,5.0,18.5,8.486486486486486,31.4,22.2
Tejas Baroka,33,21,1,0.0,3.5,9.428571428571429,inf,inf
UT Yadav,432,304,14,18.0,50.666666666666664,8.526315789473685,24.0,16.88888888888889
VR Aaron,170,129,6,7.0,21.5,7.906976744186046,24.285714285714285,18.428571428571427
Washington Sundar,189,182,10,9.0,30.333333333333332,6.230769230769231,21.0,20.22222222222222
YK Pathan,41,24,4,1.0,4.0,10.25,41.0,24.0
YS Chahal,351,271,13,14.0,45.166666666666664,7.771217712177122,25.071428571428573,19.357142857142858
Yuvraj Singh,23,12,2,2.0,2.0,11.5,11.5,6.0
Z Khan,323,246,11,12.0,41.0,7.878048780487805,26.916666666666668,20.5
