match_id,player,role,total_points,batting_points,bowling_points,fielding_points,runs,boundaries,sixes,strike_rate,balls_faced,wickets,lbw_bowled,maidens,economy_rate,overs_bowled,catches,stumpings,run_outs
2010_52,CRD Fernando,Bowler,52.0,0.0,52.0,0.0,0,0,0,0.0,0,2,0,0,6.25,4.0,0,0,0
2010_52,Harbhajan Singh,Bowler,58.0,0.0,50.0,8.0,0,0,0,0.0,0,2,0,0,7.25,4.0,1,0,0
2010_53,SR Watson,Batsman,73.0,61.0,4.0,8.0,44,7,1,169.23076923076923,26,0,0,0,5.666666666666667,3.0,1,0,0
2010_53,NV Ojha,Batsman,21.0,21.0,0.0,0.0,18,3,0,81.81818181818183,22,0,0,0,0.0,0.0,0,0,0
2010_53,YK Pathan,Batsman,9.0,9.0,0.0,0.0,8,1,0,88.88888888888889,9,0,0,0,9.142857142857142,3.5,0,0,0
2010_53,AJ Finch,Batsman,23.0,23.0,0.0,0.0,21,0,1,100.0,21,0,0,0,4.285714285714286,1.1666666666666667,0,0,0
2010_53,AC Voges,Batsman,9.0,9.0,0.0,0.0,8,1,0,114.28571428571428,7,0,0,0,13.714285714285714,1.1666666666666667,0,0,0
2010_53,AS Raut,Batsman,2.0,2.0,0.0,0.0,2,0,0,50.0,4,0,0,0,0.0,0.0,0,0,0
2010_53,P Dogra,Batsman,6.0,6.0,0.0,0.0,8,0,0,66.66666666666666,12,0,0,0,0.0,0.0,0,0,0
2010_53,FY Fazal,Batsman,14.0,14.0,0.0,0.0,13,1,0,100.0,13,0,0,0,14.0,1.0,0,0,0
2010_53,SK Warne,All-Rounder,5.0,3.0,2.0,0.0,3,0,0,60.0,5,0,0,0,6.315789473684211,3.1666666666666665,0,0,0
2010_53,SK Trivedi,Batsman,5.0,5.0,0.0,0.0,4,1,0,200.0,2,0,0,0,8.0,2.0,0,0,0
2010_53,SC Ganguly,Batsman,108.0,100.0,0.0,8.0,75,11,2,138.88888888888889,54,0,0,0,0.0,0.0,1,0,0
2010_53,BB McCullum,Batsman,7.0,7.0,0.0,0.0,6,1,0,85.71428571428571,7,0,0,0,0.0,0.0,0,0,0
2010_53,CH Gayle,Bowling All-Rounder,6.0,-2.0,0.0,8.0,0,0,0,0.0,3,0,0,0,0.0,0.0,1,0,0
2010_53,CA Pujara,Batsman,56.0,56.0,0.0,0.0,45,5,1,112.5,40,0,0,0,0.0,0.0,0,0,0
2010_53,SE Bond,Bowler,51.0,0.0,51.0,0.0,0,0,0,0.0,0,1,1,1,4.8,4.166666666666667,0,0,0
2010_53,AB Dinda,Bowler,52.0,0.0,52.0,0.0,0,0,0,0.0,0,2,0,0,6.0,4.0,0,0,0
2010_53,M Kartik,Bowler,41.0,0.0,33.0,8.0,0,0,0,0.0,0,1,1,0,7.75,4.0,1,0,0
2010_53,JD Unadkat,Bowler,89.0,0.0,81.0,8.0,0,0,0,0.0,0,3,0,0,6.5,4.0,1,0,0
2010_53,LR Shukla,Bowler,41.0,0.0,33.0,8.0,0,0,0,0.0,0,1,1,0,7.75,4.0,1,0,0
2010_53,Kamran Khan,Bowler,62.0,0.0,62.0,0.0,0,0,0,0.0,0,2,1,0,5.571428571428571,2.3333333333333335,0,0,0
2010_54,AC Gilchrist,Batsman,12.0,12.0,0.0,0.0,10,2,0,111.11111111111111,9,0,0,0,0.0,0.0,0,0,0
2010_54,MD Mishra,Batsman,31.0,31.0,0.0,0.0,25,2,1,131.57894736842107,19,0,0,0,0.0,0.0,0,0,0
