bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
J Yadav,43,42,2,1.0,7.0,6.142857142857143,43.0,42.0
JC Archer,373,345,14,20.0,57.5,6.48695652173913,18.65,17.25
JD Unadkat,229,144,7,5.0,24.0,9.541666666666666,45.8,28.8
JDS Neesham,149,93,5,2.0,15.5,9.612903225806452,74.5,46.5
JJ Bumrah,436,384,15,30.0,64.0,6.8125,14.533333333333333,12.8
JL Pattinson,321,222,10,11.0,37.0,8.675675675675675,29.181818181818183,20.181818181818183
JO Holder,239,176,7,15.0,29.333333333333332,8.147727272727273,15.933333333333334,11.733333333333333
JR Hazlewood,72,61,3,1.0,10.166666666666666,7.081967213114755,72.0,61.0
K Gowtham,84,48,2,1.0,8.0,10.5,84.0,48.0
K Rabada,565,414,17,32.0,69.0,8.18840579710145,17.65625,12.9375
KA Pollard,190,138,11,4.0,23.0,8.26086956521739,47.5,34.5
KH Pandya,387,315,16,6.0,52.5,7.371428571428571,64.5,52.5
KK Ahmed,245,158,7,10.0,26.333333333333332,9.30379746835443,24.5,15.8
KL Nagarkoti,233,160,9,5.0,26.666666666666668,8.737499999999999,46.6,32.0
KS Williamson,24,12,1,0.0,2.0,12.0,inf,inf
KV Sharma,165,118,5,5.0,19.666666666666668,8.389830508474576,33.0,23.6
Kartik Tyagi,372,241,10,10.0,40.166666666666664,9.261410788381744,37.2,24.1
Kuldeep Yadav,95,75,4,1.0,12.5,7.6,95.0,75.0
L Ngidi,169,104,4,10.0,17.333333333333332,9.75,16.9,10.4
LH Ferguson,153,127,5,9.0,21.166666666666668,7.228346456692913,17.0,14.11111111111111
M Ashwin,240,191,9,10.0,31.833333333333332,7.539267015706806,24.0,19.1
M Prasidh Krishna,165,109,6,4.0,18.166666666666668,9.082568807339449,41.25,27.25
MJ Santner,53,42,2,2.0,7.0,7.571428571428571,26.5,21.0
MM Ali,42,32,3,1.0,5.333333333333333,7.875,42.0,32.0
MM Sharma,45,25,1,1.0,4.166666666666667,10.799999999999999,45.0,25.0
MP Stoinis,287,184,13,13.0,30.666666666666668,9.358695652173912,22.076923076923077,14.153846153846153
MR Marsh,6,4,1,0.0,0.6666666666666666,9.0,inf,inf
Mohammad Nabi,24,26,1,0.0,4.333333333333333,5.538461538461539,inf,inf
Mohammed Shami,482,342,14,23.0,57.0,8.456140350877194,20.956521739130434,14.869565217391305
Mohammed Siraj,244,172,9,11.0,28.666666666666668,8.511627906976743,22.181818181818183,15.636363636363637
Monu Kumar,20,16,1,0.0,2.6666666666666665,7.5,inf,inf
Mujeeb Ur Rahman,83,49,2,0.0,8.166666666666666,10.16326530612245,inf,inf
N Rana,23,13,2,0.0,2.1666666666666665,10.615384615384617,inf,inf
NM Coulter-Nile,206,165,7,6.0,27.5,7.490909090909091,34.333333333333336,27.5
Navdeep Saini,392,294,13,8.0,49.0,8.0,49.0,36.75
P Dubey,72,48,3,0.0,8.0,9.0,inf,inf
PJ Cummins,424,321,14,12.0,53.5,7.925233644859813,35.333333333333336,26.75
PP Chawla,191,128,7,7.0,21.333333333333332,8.953125,27.285714285714285,18.285714285714285
R Ashwin,393,312,15,15.0,52.0,7.5576923076923075,26.2,20.8
R Parag,27,13,2,0.0,2.1666666666666665,12.461538461538462,inf,inf
R Tewatia,327,286,14,11.0,47.666666666666664,6.860139860139861,29.727272727272727,26.0
RA Jadeja,318,221,13,6.0,36.833333333333336,8.633484162895927,53.0,36.833333333333336
RD Chahar,439,323,15,16.0,53.833333333333336,8.154798761609907,27.4375,20.1875
Rashid Khan,355,391,16,20.0,65.16666666666667,5.447570332480818,17.75,19.55
Ravi Bishnoi,381,318,14,14.0,53.0,7.188679245283019,27.214285714285715,22.714285714285715
S Dube,75,55,5,5.0,9.166666666666666,8.181818181818182,15.0,11.0
S Gopal,429,305,14,10.0,50.833333333333336,8.439344262295082,42.9,30.5
S Kaul,64,26,1,2.0,4.333333333333333,14.76923076923077,32.0,13.0
S Nadeem,179,137,7,6.0,22.833333333333332,7.839416058394161,29.833333333333332,22.833333333333332
S Sandeep Warrier,34,21,1,0.0,3.5,9.714285714285714,inf,inf
SM Curran,348,265,13,14.0,44.166666666666664,7.879245283018868,24.857142857142858,18.928571428571427
SN Thakur,279,203,9,10.0,33.833333333333336,8.246305418719212,27.9,20.3
SP Narine,308,230,10,6.0,38.333333333333336,8.034782608695652,51.333333333333336,38.333333333333336
SS Cottrell,177,131,6,6.0,21.833333333333332,8.106870229007635,29.5,21.833333333333332
Sandeep Sharma,374,317,13,14.0,52.833333333333336,7.078864353312302,26.714285714285715,22.642857142857142
Shahbaz Ahmed,45,37,2,2.0,6.166666666666667,7.297297297297297,22.5,18.5
Shivam Mavi,214,162,8,9.0,27.0,7.925925925925926,23.77777777777778,18.0
T Natarajan,520,389,16,19.0,64.83333333333333,8.02056555269923,27.36842105263158,20.473684210526315
TA Boult,473,354,15,26.0,59.0,8.016949152542374,18.192307692307693,13.615384615384615
TK Curran,210,116,5,3.0,19.333333333333332,10.862068965517242,70.0,38.666666666666664
TU Deshpande,193,110,5,3.0,18.333333333333332,10.527272727272727,64.33333333333333,36.666666666666664
UT Yadav,86,46,2,1.0,7.666666666666667,11.217391304347826,86.0,46.0
V Shankar,82,84,5,4.0,14.0,5.857142857142857,20.5,21.0
VR Aaron,96,54,3,0.0,9.0,10.666666666666666,inf,inf
Washington Sundar,300,302,15,9.0,50.333333333333336,5.960264900662251,33.333333333333336,33.55555555555556
YS Chahal,414,348,15,22.0,58.0,7.137931034482759,18.818181818181817,15.818181818181818
