batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
D Wiese,21,11,3,1.0,21.0,190.9090909090909,3.0,0.0,12
DA Miller,259,184,13,8.0,32.375,140.76086956521738,13.0,18.0,46
DA Warner,516,406,14,13.0,39.69230769230769,127.0935960591133,10.0,69.0,86
DG Nalkande,0,1,1,1.0,0.0,0.0,0.0,0.0,0
DJ Hooda,84,93,12,11.0,7.636363636363637,90.32258064516128,2.0,3.0,17
DJ Willey,35,32,3,0.0,35.0,109.375,0.0,4.0,20
DL Chahar,1,2,1,0.0,1.0,50.0,0.0,0.0,1
DP Conway,672,493,15,14.0,48.0,136.30831643002028,18.0,77.0,92
Dhruv Jurel,152,93,11,6.0,25.333333333333332,163.44086021505376,9.0,11.0,34
F du Plessis,730,483,14,13.0,56.15384615384615,151.13871635610764,36.0,60.0,84
Fazalhaq Farooqi,1,5,1,0.0,1.0,20.0,0.0,0.0,1
GD Phillips,39,22,5,5.0,7.8,177.27272727272728,4.0,2.0,25
GJ Maxwell,400,225,14,12.0,33.333333333333336,177.77777777777777,31.0,29.0,77
H Klaasen,448,262,11,9.0,49.77777777777778,170.99236641221373,25.0,32.0,104
HC Brook,190,159,11,9.0,21.11111111111111,119.49685534591194,4.0,23.0,100
HH Pandya,346,254,15,11.0,31.454545454545453,136.2204724409449,15.0,26.0,66
HR Shokeen,23,19,3,1.0,23.0,121.05263157894737,0.0,4.0,18
HV Patel,6,6,2,2.0,3.0,100.0,1.0,0.0,6
Harpreet Brar,52,42,8,7.0,7.428571428571429,123.80952380952381,2.0,5.0,17
Harpreet Singh,76,59,3,2.0,38.0,128.81355932203388,3.0,8.0,41
Harshit Rana,0,1,1,1.0,0.0,0.0,0.0,0.0,0
I Sharma,1,1,1,0.0,1.0,100.0,0.0,0.0,1
Ishan Kishan,454,325,15,15.0,30.266666666666666,139.69230769230768,18.0,54.0,75
JC Archer,4,4,2,0.0,4.0,100.0,0.0,0.0,3
JC Buttler,392,298,14,15.0,26.133333333333333,131.54362416107384,14.0,42.0,95
JD Unadkat,9,7,1,1.0,9.0,128.57142857142858,0.0,1.0,9
JE Root,10,15,1,1.0,10.0,66.66666666666666,0.0,1.0,10
JJ Roy,285,196,8,8.0,35.625,145.40816326530611,12.0,36.0,61
JM Sharma,309,205,14,13.0,23.76923076923077,150.73170731707316,21.0,22.0,49
JO Holder,12,12,3,2.0,6.0,100.0,1.0,0.0,11
JP Behrendorff,6,9,2,0.0,6.0,66.66666666666666,0.0,0.0,3
JR Hazlewood,1,2,1,0.0,1.0,50.0,0.0,0.0,1
K Gowtham,61,44,7,4.0,15.25,138.63636363636365,5.0,2.0,23
K Kartikeya,6,7,1,1.0,6.0,85.71428571428571,0.0,1.0,6
K Rabada,0,2,2,1.0,0.0,0.0,0.0,0.0,0
KD Karthik,140,106,13,12.0,11.666666666666666,132.0754716981132,5.0,13.0,30
KH Pandya,188,172,14,11.0,17.09090909090909,109.30232558139534,6.0,15.0,49
KL Rahul,274,247,9,8.0,34.25,110.93117408906883,4.0,28.0,74
KM Asif,0,2,1,1.0,0.0,0.0,0.0,0.0,0
KM Jadhav,12,10,1,0.0,12.0,120.0,0.0,1.0,12
KR Mayers,379,276,13,13.0,29.153846153846153,137.31884057971016,22.0,38.0,73
KS Sharma,12,21,2,2.0,6.0,57.14285714285714,0.0,0.0,9
KV Sharma,3,5,2,2.0,1.5,60.0,0.0,0.0,2
Kuldeep Yadav,31,50,10,3.0,10.333333333333334,62.0,0.0,2.0,10
LS Livingstone,279,175,9,9.0,31.0,159.42857142857144,19.0,20.0,94
Lalit Yadav,66,62,6,5.0,13.2,106.4516129032258,0.0,8.0,38
Liton Das,4,4,1,1.0,4.0,100.0,0.0,1.0,4
M Jansen,39,45,6,4.0,9.75,86.66666666666667,0.0,4.0,17
M Markande,21,14,3,0.0,21.0,150.0,1.0,2.0,18
M Shahrukh Khan,156,100,12,7.0,22.285714285714285,156.0,9.0,13.0,41
M Vohra,10,11,1,1.0,10.0,90.9090909090909,0.0,1.0,10
MA Agarwal,270,219,10,10.0,27.0,123.28767123287672,6.0,29.0,83
MA Wood,11,5,2,1.0,11.0,220.00000000000003,1.0,1.0,10
MD Shanaka,26,26,3,2.0,13.0,100.0,1.0,2.0,17
MG Bracewell,58,49,4,2.0,29.0,118.36734693877551,1.0,6.0,26
MJ Santner,2,4,2,0.0,2.0,50.0,0.0,0.0,1
MK Lomror,135,101,10,8.0,16.875,133.66336633663366,8.0,9.0,54
MK Pandey,160,149,9,10.0,16.0,107.38255033557047,3.0,15.0,50
MM Ali,124,92,10,7.0,17.714285714285715,134.7826086956522,6.0,12.0,23
MM Sharma,0,1,1,0.0,0.0,0.0,0.0,0.0,0
MP Stoinis,408,281,15,14.0,29.142857142857142,145.19572953736656,27.0,28.0,89
MR Marsh,128,97,9,8.0,16.0,131.95876288659792,7.0,11.0,63
MS Dhoni,104,63,12,4.0,26.0,165.07936507936506,10.0,3.0,32
MW Short,117,99,6,6.0,19.5,118.18181818181819,4.0,15.0,36
Mandeep Singh,14,16,3,3.0,4.666666666666667,87.5,1.0,0.0,12
Mohammed Shami,5,8,2,2.0,2.5,62.5,0.0,1.0,5
Mohammed Siraj,1,2,2,1.0,1.0,50.0,0.0,0.0,1
Mohit Rathee,1,2,1,0.0,1.0,50.0,0.0,0.0,1
Mohsin Khan,0,7,1,1.0,0.0,0.0,0.0,0.0,0
Mukesh Kumar,7,10,3,0.0,7.0,70.0,0.0,0.0,6
Mustafizur Rahman,1,1,1,0.0,1.0,100.0,0.0,0.0,1
N Jagadeesan,89,84,6,6.0,14.833333333333334,105.95238095238095,1.0,14.0,36
N Pooran,358,217,15,11.0,32.54545454545455,164.97695852534562,26.0,26.0,62
N Rana,413,303,14,13.0,31.76923076923077,136.3036303630363,20.0,39.0,75
N Wadhera,241,171,10,9.0,26.77777777777778,140.93567251461988,12.0,23.0,64
NT Ellis,1,7,2,2.0,0.5,14.285714285714285,0.0,0.0,1
Naveen-ul-Haq,16,22,3,2.0,8.0,72.72727272727273,0.0,2.0,13
Noor Ahmad,8,9,3,2.0,4.0,88.88888888888889,0.0,1.0,7
P Dubey,16,20,1,1.0,16.0,80.0,0.0,2.0,16
P Simran Singh,358,245,14,15.0,23.866666666666667,146.12244897959184,19.0,38.0,103
PBB Rajapaksa,71,64,4,3.0,23.666666666666668,110.9375,2.0,6.0,50
PD Salt,218,135,9,8.0,27.25,161.4814814814815,10.0,24.0,87
PK Garg,22,23,2,3.0,7.333333333333333,95.65217391304348,0.0,1.0,12
PN Mankad,93,74,4,3.0,31.0,125.67567567567568,2.0,12.0,64
PP Chawla,25,22,4,2.0,12.5,113.63636363636364,1.0,1.0,18
PP Shaw,106,90,8,8.0,13.25,117.77777777777779,1.0,16.0,54
PWH de Silva,33,30,5,3.0,11.0,110.00000000000001,0.0,3.0,12
Q de Kock,143,103,4,4.0,35.75,138.83495145631068,8.0,10.0,70
R Ashwin,67,55,9,5.0,13.4,121.81818181818183,3.0,5.0,30
R Dhawan,20,12,2,1.0,20.0,166.66666666666669,1.0,1.0,19
R Parag,78,68,7,6.0,13.0,114.70588235294117,5.0,4.0,20
R Powell,7,9,3,3.0,2.3333333333333335,77.77777777777779,0.0,1.0,4
R Shepherd,0,1,1,1.0,0.0,0.0,0.0,0.0,0
R Tewatia,87,61,10,4.0,21.75,142.62295081967213,7.0,3.0,20
RA Jadeja,190,138,12,8.0,23.75,137.68115942028984,9.0,11.0,25
RA Tripathi,273,217,13,12.0,22.75,125.80645161290323,10.0,29.0,74
RD Chahar,0,10,2,2.0,0.0,0.0,0.0,0.0,0
RD Gaikwad,590,411,15,13.0,45.38461538461539,143.5523114355231,30.0,46.0,92
RG Sharma,332,258,16,16.0,20.75,128.68217054263567,17.0,35.0,65
RK Singh,474,333,14,8.0,59.25,142.34234234234233,29.0,31.0,67
RP Meredith,0,2,1,0.0,0.0,0.0,0.0,0.0,0
RR Rossouw,209,148,9,7.0,29.857142857142858,141.2162162162162,11.0,17.0,82
RV Patel,49,44,4,3.0,16.333333333333332,111.36363636363636,1.0,3.0,23
Rahmanullah Gurbaz,227,178,11,11.0,20.636363636363637,127.52808988764043,15.0,17.0,81
Rashid Khan,130,66,9,4.0,32.5,196.96969696969697,13.0,8.0,79
Ravi Bishnoi,20,28,7,3.0,6.666666666666667,71.42857142857143,0.0,1.0,5
S Dhawan,373,275,11,10.0,37.3,135.63636363636365,12.0,49.0,99
S Dube,418,277,14,11.0,38.0,150.90252707581226,35.0,12.0,52
SA Yadav,605,340,16,14.0,43.214285714285715,177.94117647058823,28.0,65.0,103
SM Curran,276,213,13,10.0,27.6,129.5774647887324,13.0,20.0,55
SN Khan,53,62,4,4.0,13.25,85.48387096774194,1.0,4.0,30
SN Thakur,113,72,9,8.0,14.125,156.94444444444443,4.0,13.0,68
SO Hetmyer,299,205,13,9.0,33.22222222222222,145.85365853658536,23.0,12.0,56
SP Narine,21,28,10,7.0,3.0,75.0,1.0,2.0,7
SS Prabhudessai,35,32,4,3.0,11.666666666666666,109.375,2.0,1.0,19
SV Samson,362,240,14,12.0,30.166666666666668,150.83333333333334,24.0,25.0,66
Sandeep Sharma,2,7,2,0.0,2.0,28.57142857142857,0.0,0.0,2
Sanvir Singh,11,9,2,1.0,11.0,122.22222222222223,1.0,1.0,7
Shahbaz Ahmed,42,41,6,4.0,10.5,102.4390243902439,1.0,3.0,20
Shubman Gill,890,582,17,16.0,55.625,152.9209621993127,33.0,85.0,129
Sikandar Raza,139,104,7,5.0,27.8,133.65384615384613,6.0,10.0,57
Swapnil Singh,2,4,1,0.0,2.0,50.0,0.0,0.0,2
T Stubbs,25,31,2,2.0,12.5,80.64516129032258,0.0,2.0,20
TA Boult,16,17,4,1.0,16.0,94.11764705882352,1.0,1.0,15
TH David,231,155,15,8.0,28.875,149.03225806451613,15.0,12.0,45
TU Deshpande,0,1,1,0.0,0.0,0.0,0.0,0.0,0
Tilak Varma,343,226,11,8.0,42.875,151.76991150442478,23.0,26.0,84
UT Yadav,19,20,5,2.0,9.5,95.0,0.0,1.0,6
Umran Malik,19,8,1,0.0,19.0,237.5,2.0,1.0,19
V Kohli,639,473,14,12.0,53.25,135.0951374207188,16.0,65.0,101
V Shankar,301,199,10,8.0,37.625,151.25628140703517,15.0,27.0,63
VG Arora,3,2,2,0.0,3.0,150.0,0.0,0.0,2
VR Iyer,404,288,14,14.0,28.857142857142858,140.27777777777777,21.0,32.0,104
Vijaykumar Vyshak,13,10,2,1.0,13.0,130.0,1.0,0.0,13
Vishnu Vinod,37,32,3,3.0,12.333333333333334,115.625,2.0,2.0,30
Vivrant Sharma,69,49,1,1.0,69.0,140.81632653061226,2.0,9.0,69
WD Parnell,2,6,1,1.0,2.0,33.33333333333333,0.0,0.0,2
WP Saha,371,297,17,16.0,23.1875,124.91582491582491,8.0,47.0,81
Washington Sundar,60,62,5,3.0,20.0,96.7741935483871,0.0,6.0,24
YBK Jaiswal,625,397,14,12.0,52.083333333333336,157.43073047858942,26.0,83.0,124
YV Dhull,16,23,3,3.0,5.333333333333333,69.56521739130434,0.0,1.0,13
Yudhvir Singh,1,2,2,2.0,0.5,50.0,0.0,0.0,1
