match_id,first_innings,second_innings,inning_3,inning_4,inning_5,inning_6,season,venue,toss_decision,winner
2024_48,144.0,145.0,,,,,2024,BRSABV Ekana Stadium,field,LSG
2024_49,162.0,163.0,,,,,2024,MA Chidambaram Stadium,field,PBKS
2024_50,201.0,200.0,,,,,2024,Rajiv Gandhi Intl. Stadium,bat,SRH
2024_51,169.0,145.0,,,,,2024,Wankhede Stadium,field,KKR
2024_52,147.0,152.0,,,,,2024,M. Chinnaswamy Stadium,field,RCB
2024_53,167.0,139.0,,,,,2024,HPCA Stadium,field,CSK
2024_54,235.0,137.0,,,,,2024,BRSABV Ekana Stadium,field,KKR
2024_55,173.0,174.0,,,,,2024,Wankhede Stadium,field,MI
2024_56,221.0,201.0,,,,,2024,Arun Jaitley Stadium,field,DC
2024_57,165.0,167.0,,,,,2024,Rajiv Gandhi Intl. Stadium,bat,SRH
2024_58,241.0,181.0,,,,,2024,HPCA Stadium,field,RCB
2024_59,231.0,196.0,,,,,2024,Narendra Modi Stadium,field,GT
2024_60,157.0,139.0,,,,,2024,Eden Gardens,field,KKR
2024_61,187.0,140.0,,,,,2024,M. Chinnaswamy Stadium,field,RCB
2024_62,141.0,145.0,,,,,2024,MA Chidambaram Stadium,bat,CSK
2024_63,208.0,189.0,,,,,2024,Arun Jaitley Stadium,field,DC
2024_64,144.0,145.0,,,,,2024,Barsapara Stadium,bat,PBKS
2024_65,214.0,196.0,,,,,2024,Wankhede Stadium,field,LSG
2024_66,218.0,191.0,,,,,2024,M. Chinnaswamy Stadium,field,RCB
2024_67,214.0,215.0,,,,,2024,Rajiv Gandhi Intl. Stadium,bat,SRH
2024_68,159.0,164.0,,,,,2024,Narendra Modi Stadium,bat,KKR
2024_69,172.0,174.0,,,,,2024,Narendra Modi Stadium,field,RR
2024_70,175.0,139.0,,,,,2024,MA Chidambaram Stadium,field,SRH
2024_71,113.0,114.0,,,,,2024,MA Chidambaram Stadium,bat,KKR
