bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
SM Boland,56,43,2,3.0,7.166666666666667,7.813953488372093,18.666666666666668,14.333333333333334
SP Narine,310,262,11,13.0,43.666666666666664,7.099236641221374,23.846153846153847,20.153846153846153
SR Watson,490,360,16,23.0,60.0,8.166666666666666,21.304347826086957,15.652173913043478
STR Binny,134,104,11,1.0,17.333333333333332,7.730769230769232,134.0,104.0
Sachin Baby,8,10,2,3.0,1.6666666666666667,4.8,2.6666666666666665,3.3333333333333335
Sandeep Sharma,374,309,14,19.0,51.5,7.262135922330097,19.68421052631579,16.263157894736842
Shakib Al Hasan,247,190,9,5.0,31.666666666666668,7.8,49.4,38.0
Swapnil Singh,29,18,1,0.0,3.0,9.666666666666666,inf,inf
T Shamsi,151,96,4,3.0,16.0,9.4375,50.333333333333336,32.0
TA Boult,39,26,1,1.0,4.333333333333333,9.0,39.0,26.0
TG Southee,333,268,11,9.0,44.666666666666664,7.455223880597015,37.0,29.77777777777778
UT Yadav,246,163,9,12.0,27.166666666666668,9.05521472392638,20.5,13.583333333333334
V Kohli,13,8,1,0.0,1.3333333333333333,9.75,inf,inf
VR Aaron,229,155,8,2.0,25.833333333333332,8.864516129032259,114.5,77.5
YK Pathan,33,38,4,1.0,6.333333333333333,5.210526315789474,33.0,38.0
YS Chahal,409,308,13,22.0,51.333333333333336,7.967532467532467,18.59090909090909,14.0
Yuvraj Singh,52,38,5,0.0,6.333333333333333,8.210526315789474,inf,inf
Z Khan,341,271,12,12.0,45.166666666666664,7.549815498154982,28.416666666666668,22.583333333333332
