batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
IK Pathan,131,120,10,5.0,26.2,109.16666666666666,6.0,9.0,40
Iqbal Abdulla,1,2,1,0.0,1.0,50.0,0.0,0.0,1
J Arunkumar,23,24,3,3.0,7.666666666666667,95.83333333333334,0.0,5.0,22
JA Morkel,241,168,10,8.0,30.125,143.45238095238096,14.0,18.0,71
JDP Oram,18,13,2,1.0,18.0,138.46153846153845,1.0,1.0,13
JH Kallis,199,188,11,11.0,18.09090909090909,105.85106382978724,4.0,23.0,54
JR Hopes,221,152,11,11.0,20.09090909090909,145.39473684210526,8.0,27.0,71
Joginder Sharma,16,11,2,2.0,8.0,145.45454545454547,1.0,1.0,16
K Goel,76,79,6,5.0,15.2,96.20253164556962,4.0,7.0,26
KC Sangakkara,320,207,9,10.0,32.0,154.58937198067633,8.0,41.0,94
KD Karthik,145,108,8,7.0,20.714285714285715,134.25925925925927,4.0,13.0,56
Kamran Akmal,128,78,6,4.0,32.0,164.1025641025641,8.0,13.0,53
L Balaji,0,5,1,1.0,0.0,0.0,0.0,0.0,0
L Ronchi,34,34,4,2.0,17.0,100.0,1.0,6.0,13
LA Pomersbach,152,101,5,1.0,152.0,150.4950495049505,9.0,13.0,79
LPC Silva,40,27,3,2.0,20.0,148.14814814814815,1.0,5.0,23
LR Shukla,163,127,12,8.0,20.375,128.3464566929134,5.0,17.0,42
LRPL Taylor,149,85,4,4.0,37.25,175.2941176470588,10.0,13.0,53
M Kaif,176,176,14,9.0,19.555555555555557,100.0,6.0,14.0,34
M Kartik,30,28,3,3.0,10.0,107.14285714285714,0.0,3.0,17
M Muralitharan,0,3,1,1.0,0.0,0.0,0.0,0.0,0
M Ntini,11,19,2,1.0,11.0,57.89473684210527,0.0,2.0,11
M Rawat,34,39,7,4.0,8.5,87.17948717948718,1.0,3.0,23
MA Khote,24,22,3,2.0,12.0,109.09090909090908,1.0,2.0,9
MEK Hussey,168,100,3,3.0,56.0,168.0,11.0,12.0,116
MF Maharoof,125,79,8,6.0,20.833333333333332,158.22784810126583,7.0,10.0,39
MK Pandey,3,10,2,2.0,1.5,30.0,0.0,0.0,3
MK Tiwary,104,87,7,3.0,34.666666666666664,119.54022988505749,0.0,16.0,39
ML Hayden,189,135,4,2.0,94.5,140.0,6.0,24.0,81
MM Patel,0,1,1,0.0,0.0,0.0,0.0,0.0,0
MS Dhoni,414,319,14,11.0,37.63636363636363,129.7805642633229,15.0,38.0,65
MS Gony,35,25,5,1.0,35.0,140.0,3.0,2.0,15
MV Boucher,225,181,10,8.0,28.125,124.30939226519338,6.0,24.0,50
Misbah-ul-Haq,117,82,8,9.0,13.0,142.6829268292683,6.0,10.0,47
Mohammad Asif,3,6,2,2.0,1.5,50.0,0.0,0.0,3
Mohammad Hafeez,64,84,8,8.0,8.0,76.19047619047619,2.0,7.0,16
NK Patel,103,83,4,3.0,34.333333333333336,124.09638554216869,1.0,13.0,57
P Kumar,112,100,12,9.0,12.444444444444445,112.00000000000001,6.0,10.0,34
PA Patel,302,315,13,11.0,27.454545454545453,95.87301587301587,3.0,42.0,54
PJ Sangwan,2,5,2,2.0,1.0,40.0,0.0,0.0,2
PM Sarvesh Kumar,1,2,1,0.0,1.0,50.0,0.0,0.0,1
PP Chawla,90,61,7,4.0,22.5,147.54098360655738,3.0,10.0,24
PP Ojha,2,4,3,1.0,2.0,50.0,0.0,0.0,1
PR Shah,34,38,4,4.0,8.5,89.47368421052632,0.0,4.0,19
Pankaj Singh,5,8,2,0.0,5.0,62.5,0.0,0.0,4
R Bhatia,34,28,3,2.0,17.0,121.42857142857142,2.0,2.0,17
R Dravid,371,299,14,14.0,26.5,124.08026755852843,11.0,35.0,75
R Vinay Kumar,25,28,4,3.0,8.333333333333334,89.28571428571429,1.0,2.0,23
RA Jadeja,135,108,9,7.0,19.285714285714285,125.0,6.0,11.0,36
RG Sharma,404,276,12,11.0,36.72727272727273,146.3768115942029,19.0,38.0,76
RP Singh,27,25,9,5.0,5.4,108.0,1.0,2.0,10
RR Powar,28,21,1,0.0,28.0,133.33333333333331,1.0,4.0,28
RR Raje,8,9,3,0.0,8.0,88.88888888888889,0.0,1.0,6
RR Sarwan,73,78,4,3.0,24.333333333333332,93.58974358974359,1.0,6.0,31
RT Ponting,39,53,4,3.0,13.0,73.58490566037736,1.0,2.0,20
RV Uthappa,320,291,14,12.0,26.666666666666668,109.96563573883162,9.0,34.0,48
S Anirudha,1,8,1,1.0,1.0,12.5,0.0,0.0,1
S Badrinath,192,138,11,6.0,32.0,139.1304347826087,8.0,21.0,64
S Chanderpaul,25,33,3,3.0,8.333333333333334,75.75757575757575,0.0,4.0,16
S Dhawan,340,308,14,10.0,34.0,110.3896103896104,8.0,35.0,68
S Sohal,4,8,2,2.0,2.0,50.0,0.0,0.0,4
S Sreesanth,0,3,2,1.0,0.0,0.0,0.0,0.0,0
S Vidyut,145,115,8,8.0,18.125,126.08695652173914,3.0,21.0,54
SA Asnodkar,311,241,9,9.0,34.55555555555556,129.04564315352698,6.0,43.0,60
SB Bangar,47,49,6,5.0,9.4,95.91836734693877,3.0,1.0,17
SB Joshi,6,16,2,2.0,3.0,37.5,0.0,0.0,3
SB Styris,112,124,8,6.0,18.666666666666668,90.32258064516128,2.0,9.0,36
SC Ganguly,349,324,13,14.0,24.928571428571427,107.71604938271604,15.0,33.0,91
SD Chitnis,18,10,2,2.0,9.0,180.0,1.0,1.0,15
SE Marsh,616,452,11,10.0,61.6,136.28318584070794,26.0,59.0,115
SK Raina,421,304,14,9.0,46.77777777777778,138.48684210526315,18.0,35.0,55
SK Trivedi,5,12,3,1.0,5.0,41.66666666666667,0.0,0.0,3
SK Warne,70,60,7,7.0,10.0,116.66666666666667,2.0,7.0,22
SM Katich,96,72,2,1.0,96.0,133.33333333333331,2.0,11.0,75
SM Pollock,147,116,8,8.0,18.375,126.72413793103448,8.0,12.0,33
SP Fleming,196,171,10,9.0,21.77777777777778,114.61988304093566,3.0,27.0,45
SP Goswami,82,86,3,3.0,27.333333333333332,95.34883720930233,1.0,9.0,52
SR Tendulkar,188,189,7,6.0,31.333333333333332,99.47089947089947,2.0,26.0,65
SR Watson,472,322,15,10.0,47.2,146.58385093167703,19.0,47.0,76
SS Tiwary,26,20,2,2.0,13.0,130.0,1.0,3.0,17
ST Jayasuriya,514,333,14,13.0,39.53846153846154,154.35435435435437,31.0,57.0,114
Salman Butt,193,172,7,7.0,27.571428571428573,112.20930232558139,2.0,30.0,73
Shahid Afridi,81,46,9,8.0,10.125,176.08695652173913,6.0,7.0,33
Shoaib Akhtar,2,8,1,1.0,2.0,25.0,0.0,0.0,2
Shoaib Malik,52,49,5,4.0,13.0,106.12244897959184,0.0,5.0,24
Sohail Tanvir,36,31,5,3.0,12.0,116.12903225806453,1.0,3.0,13
T Kohli,10,16,2,2.0,5.0,62.5,1.0,0.0,7
T Taibu,31,26,3,3.0,10.333333333333334,119.23076923076923,0.0,3.0,15
TM Dilshan,104,79,7,4.0,26.0,131.64556962025316,3.0,14.0,33
TM Srivastava,8,10,2,1.0,8.0,80.0,0.0,0.0,7
U Kaul,0,1,1,0.0,0.0,0.0,0.0,0.0,0
Umar Gul,39,19,4,3.0,13.0,205.26315789473685,5.0,1.0,24
V Kohli,165,168,12,12.0,13.75,98.21428571428571,4.0,18.0,38
V Sehwag,406,229,14,12.0,33.833333333333336,177.29257641921396,21.0,46.0,94
VRV Singh,4,3,2,1.0,4.0,133.33333333333331,0.0,1.0,4
VS Yeligati,2,2,1,1.0,2.0,100.0,0.0,0.0,2
VVS Laxman,155,134,6,5.0,31.0,115.67164179104476,1.0,22.0,52
VY Mahesh,15,28,5,2.0,7.5,53.57142857142857,0.0,0.0,6
W Jaffer,115,110,6,5.0,23.0,104.54545454545455,3.0,12.0,50
WA Mota,26,28,2,1.0,26.0,92.85714285714286,0.0,2.0,25
WP Saha,159,119,10,6.0,26.5,133.61344537815125,7.0,12.0,59
WPUJC Vaas,21,18,4,2.0,10.5,116.66666666666667,1.0,0.0,12
Y Venugopal Rao,288,217,10,8.0,36.0,132.7188940092166,15.0,22.0,71
YK Pathan,435,253,15,12.0,36.25,171.93675889328063,25.0,43.0,68
YV Takawale,70,69,4,2.0,35.0,101.44927536231884,2.0,7.0,27
Younis Khan,3,7,1,1.0,3.0,42.857142857142854,0.0,0.0,3
Yuvraj Singh,299,191,14,12.0,24.916666666666668,156.54450261780104,19.0,24.0,57
Z Khan,34,43,7,4.0,8.5,79.06976744186046,0.0,4.0,17
