bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
FY Fazal,20,12,2,1.0,2.0,10.0,20.0,12.0
Harbhajan Singh,385,334,14,20.0,55.666666666666664,6.916167664670659,19.25,16.7
Harmeet Singh,177,151,8,10.0,25.166666666666668,7.033112582781457,17.7,15.1
I Sharma,242,160,7,7.0,26.666666666666668,9.075,34.57142857142857,22.857142857142858
IK Pathan,435,290,14,17.0,48.333333333333336,9.0,25.58823529411765,17.058823529411764
Iqbal Abdulla,62,51,3,2.0,8.5,7.294117647058823,31.0,25.5
J Theron,204,158,7,9.0,26.333333333333332,7.746835443037975,22.666666666666668,17.555555555555557
JA Morkel,410,295,14,14.0,49.166666666666664,8.338983050847459,29.285714285714285,21.071428571428573
JD Unadkat,85,62,3,4.0,10.333333333333334,8.225806451612902,21.25,15.5
JH Kallis,484,350,16,15.0,58.333333333333336,8.297142857142857,32.266666666666666,23.333333333333332
JM Kemp,58,47,5,3.0,7.833333333333333,7.404255319148937,19.333333333333332,15.666666666666666
JP Duminy,37,33,2,1.0,5.5,6.7272727272727275,37.0,33.0
Jaskaran Singh,142,92,6,6.0,15.333333333333334,9.26086956521739,23.666666666666668,15.333333333333334
Joginder Sharma,89,51,3,2.0,8.5,10.470588235294118,44.5,25.5
K Goel,7,6,1,0.0,1.0,7.0,inf,inf
KA Pollard,276,233,12,17.0,38.833333333333336,7.1072961373390555,16.235294117647058,13.705882352941176
KAJ Roach,80,52,2,0.0,8.666666666666666,9.230769230769232,inf,inf
KP Appanna,51,43,2,3.0,7.166666666666667,7.116279069767441,17.0,14.333333333333334
KP Pietersen,77,60,6,3.0,10.0,7.7,25.666666666666668,20.0
Kamran Khan,53,38,3,4.0,6.333333333333333,8.368421052631579,13.25,9.5
L Ablish,37,27,2,5.0,4.5,8.222222222222221,7.4,5.4
L Balaji,214,147,7,10.0,24.5,8.73469387755102,21.4,14.7
LR Shukla,108,72,4,3.0,12.0,9.0,36.0,24.0
M Kartik,261,238,10,10.0,39.666666666666664,6.57983193277311,26.1,23.8
M Morkel,66,46,2,0.0,7.666666666666667,8.608695652173912,inf,inf
M Muralitharan,356,306,12,16.0,51.0,6.980392156862745,22.25,19.125
MB Parmar,33,19,1,0.0,3.1666666666666665,10.421052631578949,inf,inf
MC Henriques,35,24,1,1.0,4.0,8.75,35.0,24.0
MF Maharoof,210,149,7,10.0,24.833333333333332,8.456375838926174,21.0,14.9
MK Tiwary,11,7,1,1.0,1.1666666666666667,9.428571428571429,11.0,7.0
MM Patel,118,78,4,5.0,13.0,9.076923076923077,23.6,15.6
MR Marsh,89,64,3,2.0,10.666666666666666,8.34375,44.5,32.0
MS Gony,92,51,3,1.0,8.5,10.823529411764707,92.0,51.0
ND Doshi,17,25,1,1.0,4.166666666666667,4.08,17.0,25.0
NLTC Perera,19,6,1,0.0,1.0,19.0,inf,inf
P Kumar,392,288,12,12.0,48.0,8.166666666666666,32.666666666666664,24.0
PD Collingwood,101,90,6,5.0,15.0,6.733333333333333,20.2,18.0
PJ Sangwan,260,199,8,9.0,33.166666666666664,7.839195979899498,28.88888888888889,22.11111111111111
PP Chawla,371,296,14,13.0,49.333333333333336,7.52027027027027,28.53846153846154,22.76923076923077
PP Ojha,439,360,16,22.0,60.0,7.316666666666666,19.954545454545453,16.363636363636363
Pankaj Singh,83,51,2,2.0,8.5,9.764705882352942,41.5,25.5
R Ashwin,308,297,12,14.0,49.5,6.222222222222222,22.0,21.214285714285715
R Bhatia,136,98,5,3.0,16.333333333333332,8.326530612244898,45.333333333333336,32.666666666666664
R McLaren,281,215,10,5.0,35.833333333333336,7.841860465116278,56.2,43.0
R Sathish,81,51,4,3.0,8.5,9.529411764705882,27.0,17.0
R Sharma,170,126,6,6.0,21.0,8.095238095238095,28.333333333333332,21.0
R Vinay Kumar,404,284,14,19.0,47.333333333333336,8.535211267605634,21.263157894736842,14.947368421052632
RE van der Merwe,27,27,1,2.0,4.5,6.0,13.5,13.5
RG Sharma,159,119,9,2.0,19.833333333333332,8.016806722689076,79.5,59.5
RJ Harris,239,195,8,15.0,32.5,7.3538461538461535,15.933333333333334,13.0
RP Singh,385,266,12,14.0,44.333333333333336,8.68421052631579,27.5,19.0
RR Powar,163,144,7,4.0,24.0,6.791666666666667,40.75,36.0
RS Bopara,132,82,5,5.0,13.666666666666666,9.658536585365853,26.4,16.4
RS Gavaskar,8,6,1,0.0,1.0,8.0,inf,inf
S Ladda,144,92,5,4.0,15.333333333333334,9.391304347826086,36.0,23.0
S Narwal,186,99,5,6.0,16.5,11.272727272727273,31.0,16.5
S Sreesanth,191,128,6,5.0,21.333333333333332,8.953125,38.2,25.6
S Sriram,24,12,1,0.0,2.0,12.0,inf,inf
S Tyagi,161,102,6,1.0,17.0,9.470588235294118,161.0,102.0
SB Jakati,300,232,11,15.0,38.666666666666664,7.758620689655173,20.0,15.466666666666667
SB Wagh,16,6,1,1.0,1.0,16.0,16.0,6.0
SC Ganguly,43,25,3,0.0,4.166666666666667,10.319999999999999,inf,inf
SE Bond,225,191,8,9.0,31.833333333333332,7.068062827225131,25.0,21.22222222222222
SJ Srivastava,257,178,8,6.0,29.666666666666668,8.662921348314606,42.833333333333336,29.666666666666668
SK Raina,181,147,12,7.0,24.5,7.387755102040816,25.857142857142858,21.0
SK Trivedi,266,218,10,13.0,36.333333333333336,7.321100917431192,20.46153846153846,16.76923076923077
SK Warne,389,305,14,12.0,50.833333333333336,7.6524590163934425,32.416666666666664,25.416666666666668
SL Malinga,360,310,13,17.0,51.666666666666664,6.967741935483871,21.176470588235293,18.235294117647058
SR Watson,185,139,6,7.0,23.166666666666668,7.985611510791366,26.428571428571427,19.857142857142858
ST Jayasuriya,68,55,4,3.0,9.166666666666666,7.418181818181819,22.666666666666668,18.333333333333332
STR Binny,9,6,1,0.0,1.0,9.0,inf,inf
SW Tait,274,205,8,12.0,34.166666666666664,8.019512195121951,22.833333333333332,17.083333333333332
T Thushara,103,94,4,7.0,15.666666666666666,6.574468085106383,14.714285714285714,13.428571428571429
TL Suman,24,13,2,0.0,2.1666666666666665,11.076923076923078,inf,inf
TM Dilshan,70,49,4,3.0,8.166666666666666,8.571428571428571,23.333333333333332,16.333333333333332
UT Yadav,192,152,7,8.0,25.333333333333332,7.578947368421053,24.0,19.0
V Kohli,51,33,4,0.0,5.5,9.272727272727273,inf,inf
V Sehwag,23,34,3,3.0,5.666666666666667,4.0588235294117645,7.666666666666667,11.333333333333334
VRV Singh,41,21,1,0.0,3.5,11.714285714285714,inf,inf
VS Malik,66,46,3,1.0,7.666666666666667,8.608695652173912,66.0,46.0
VY Mahesh,23,19,1,1.0,3.1666666666666665,7.2631578947368425,23.0,19.0
WPUJC Vaas,147,133,6,11.0,22.166666666666668,6.63157894736842,13.363636363636363,12.090909090909092
Y Nagar,28,18,1,1.0,3.0,9.333333333333334,28.0,18.0
Y Venugopal Rao,10,6,1,0.0,1.0,10.0,inf,inf
YA Abdulla,67,42,2,1.0,7.0,9.571428571428571,67.0,42.0
YK Pathan,254,214,11,6.0,35.666666666666664,7.121495327102804,42.333333333333336,35.666666666666664
Yuvraj Singh,155,139,10,6.0,23.166666666666668,6.690647482014388,25.833333333333332,23.166666666666668
Z Khan,388,295,14,18.0,49.166666666666664,7.891525423728814,21.555555555555557,16.38888888888889
