match_id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,match_number
2009_01,2009,2009-04-18,CSK,MI,Newlands,Cape Town,CSK,field,MI,19,0,SR Tendulkar,1
2009_02,2009,2009-04-18,RCB,RR,Newlands,Cape Town,RCB,bat,RCB,75,0,R Dravid,2
2009_03,2009,2009-04-19,DC,PBKS,Newlands,Cape Town,DC,field,DC,0,10,DL Vettori,3
2009_04,2009,2009-04-19,DCH,KKR,Newlands,Cape Town,KKR,bat,DCH,0,8,RP Singh,4
2009_05,2009,2009-04-20,RCB,CSK,St George's Park,Port Elizabeth,CSK,bat,CSK,92,0,M Muralitharan,5
2009_06,2009,2009-04-21,PBKS,KKR,Kingsmead,Durban,KKR,field,KKR,11,0,CH Gayle,6
2009_07,2009,2009-04-22,RCB,DCH,Newlands,Cape Town,DCH,bat,DCH,24,0,AC Gilchrist,7
2009_08,2009,2009-04-23,KKR,RR,Newlands,Cape Town,KKR,field,,0,0,YK Pathan,8
2009_09,2009,2009-04-23,CSK,DC,Kingsmead,Durban,DC,bat,DC,9,0,AB de Villiers,9
2009_10,2009,2009-04-24,RCB,PBKS,Kingsmead,Durban,RCB,bat,PBKS,0,7,RS Bopara,10
2009_11,2009,2009-04-25,DCH,MI,Kingsmead,Durban,DCH,bat,DCH,12,0,PP Ojha,11
2009_12,2009,2009-04-26,RCB,DC,St George's Park,Port Elizabeth,RCB,bat,DC,0,6,TM Dilshan,12
2009_13,2009,2009-04-26,PBKS,RR,Newlands,Cape Town,PBKS,bat,PBKS,27,0,KC Sangakkara,13
2009_15,2009,2009-04-27,CSK,DCH,Kingsmead,Durban,DCH,field,DCH,0,6,HH Gibbs,15
2009_14,2009,2009-04-27,KKR,MI,St George's Park,Port Elizabeth,MI,bat,MI,92,0,SR Tendulkar,14
2009_16,2009,2009-04-28,DC,RR,SuperSport Park,Centurion,DC,bat,RR,0,5,YK Pathan,16
2009_17,2009,2009-04-29,PBKS,MI,Kingsmead,Durban,PBKS,bat,PBKS,3,0,KC Sangakkara,17
2009_18,2009,2009-04-29,RCB,KKR,Kingsmead,Durban,KKR,bat,RCB,0,5,MV Boucher,18
2009_19,2009,2009-04-30,DCH,DC,SuperSport Park,Centurion,DC,field,DC,0,6,DP Nannes,19
2009_20,2009,2009-04-30,CSK,RR,SuperSport Park,Centurion,RR,field,CSK,38,0,SK Raina,20
2009_21,2009,2009-05-01,RCB,PBKS,Kingsmead,Durban,RCB,bat,RCB,8,0,Yuvraj Singh,21
2009_22,2009,2009-05-01,KKR,MI,Buffalo Park,East London,MI,bat,MI,9,0,JP Duminy,22
2009_23,2009,2009-05-02,CSK,DC,New Wanderers Stadium,Johannesburg,DC,field,CSK,18,0,SB Jakati,23
2009_24,2009,2009-05-02,DCH,RR,St George's Park,Port Elizabeth,DCH,bat,RR,0,3,YK Pathan,24
2009_25,2009,2009-05-03,PBKS,KKR,St George's Park,Port Elizabeth,KKR,bat,PBKS,0,6,DPMD Jayawardene,25
2009_26,2009,2009-05-03,RCB,MI,New Wanderers Stadium,Johannesburg,MI,bat,RCB,0,9,JH Kallis,26
2009_27,2009,2009-05-04,CSK,DCH,Buffalo Park,East London,CSK,bat,CSK,78,0,MS Dhoni,27
2009_29,2009,2009-05-05,DC,KKR,Kingsmead,Durban,KKR,bat,DC,0,9,G Gambhir,29
2009_28,2009,2009-05-05,PBKS,RR,Kingsmead,Durban,PBKS,field,RR,78,0,GC Smith,28
2009_30,2009,2009-05-06,DCH,MI,SuperSport Park,Centurion,DCH,bat,DCH,19,0,RG Sharma,30
2009_31,2009,2009-05-07,RCB,RR,SuperSport Park,Centurion,RR,field,RR,0,7,A Singh,31
2009_32,2009,2009-05-07,CSK,PBKS,SuperSport Park,Centurion,CSK,bat,CSK,12,0,ML Hayden,32
2009_33,2009,2009-05-08,DC,MI,Buffalo Park,East London,MI,bat,DC,0,7,A Nehra,33
2009_34,2009,2009-05-09,CSK,RR,De Beers Diamond Oval,Kimberley,RR,bat,CSK,0,7,S Badrinath,34
2009_35,2009,2009-05-09,DCH,PBKS,De Beers Diamond Oval,Kimberley,PBKS,field,PBKS,0,3,DPMD Jayawardene,35
2009_36,2009,2009-05-10,DC,KKR,New Wanderers Stadium,Johannesburg,DC,field,DC,0,7,A Mishra,36
2009_37,2009,2009-05-10,RCB,MI,St George's Park,Port Elizabeth,MI,bat,MI,16,0,JP Duminy,37
2009_38,2009,2009-05-11,DCH,RR,De Beers Diamond Oval,Kimberley,DCH,bat,DCH,53,0,DR Smith,38
2009_39,2009,2009-05-12,RCB,KKR,SuperSport Park,Centurion,RCB,field,RCB,0,6,LRPL Taylor,39
2009_40,2009,2009-05-12,PBKS,MI,SuperSport Park,Centurion,PBKS,bat,MI,0,8,Harbhajan Singh,40
2009_41,2009,2009-05-13,DCH,DC,Kingsmead,Durban,DCH,field,DC,12,0,R Bhatia,41
2009_43,2009,2009-05-14,MI,RR,Kingsmead,Durban,RR,bat,RR,2,0,SK Warne,43
2009_42,2009,2009-05-14,RCB,CSK,Kingsmead,Durban,CSK,bat,RCB,0,2,LRPL Taylor,42
2009_44,2009,2009-05-15,DC,PBKS,OUTsurance Oval,Bloemfontein,PBKS,field,PBKS,0,6,B Lee,44
2009_45,2009,2009-05-16,CSK,MI,St George's Park,Port Elizabeth,MI,bat,CSK,0,7,ML Hayden,45
2009_46,2009,2009-05-16,DCH,KKR,New Wanderers Stadium,Johannesburg,DCH,field,DCH,0,6,RG Sharma,46
2009_47,2009,2009-05-17,DC,RR,OUTsurance Oval,Bloemfontein,DC,bat,DC,14,0,AB de Villiers,47
2009_48,2009,2009-05-17,DCH,PBKS,New Wanderers Stadium,Johannesburg,DCH,field,PBKS,1,0,Yuvraj Singh,48
2009_49,2009,2009-05-18,CSK,KKR,SuperSport Park,Centurion,CSK,bat,KKR,0,7,BJ Hodge,49
2009_50,2009,2009-05-19,RCB,DC,New Wanderers Stadium,Johannesburg,DC,bat,RCB,0,7,JH Kallis,50
2009_51,2009,2009-05-20,KKR,RR,Kingsmead,Durban,KKR,field,KKR,0,4,LR Shukla,51
2009_52,2009,2009-05-20,CSK,PBKS,Kingsmead,Durban,CSK,bat,CSK,24,0,M Muralitharan,52
2009_53,2009,2009-05-21,RCB,DCH,SuperSport Park,Centurion,RCB,bat,RCB,12,0,MK Pandey,53
2009_54,2009,2009-05-21,DC,MI,SuperSport Park,Centurion,DC,field,DC,0,4,V Sehwag,54
2009_55,2009,2009-05-22,DC,DCH,SuperSport Park,Centurion,DCH,field,DCH,0,6,AC Gilchrist,55
2009_56,2009,2009-05-23,RCB,CSK,New Wanderers Stadium,Johannesburg,RCB,field,RCB,0,6,MK Pandey,56
2009_57,2009,2009-05-24,RCB,DCH,New Wanderers Stadium,Johannesburg,RCB,field,DCH,6,0,A Kumble,57
2010_01,2010,2010-03-12,DCH,KKR,Dr DY Patil Sports Academy,Mumbai,DCH,field,KKR,11,0,AD Mathews,1
2010_02,2010,2010-03-13,MI,RR,Brabourne Stadium,Mumbai,MI,bat,MI,4,0,YK Pathan,2
2010_03,2010,2010-03-13,PBKS,DC,PCA Stadium,Chandigarh,DC,field,DC,0,5,G Gambhir,3
2010_04,2010,2010-03-14,CSK,DCH,MA Chidambaram Stadium,Chennai,DCH,bat,DCH,31,0,WPUJC Vaas,4
2010_05,2010,2010-03-14,KKR,RCB,Eden Gardens,Kolkata,KKR,field,KKR,0,7,MK Tiwary,5
2010_06,2010,2010-03-15,RR,DC,Narendra Modi Stadium,Ahmedabad,DC,field,DC,0,6,V Sehwag,6
2010_07,2010,2010-03-16,KKR,CSK,Eden Gardens,Kolkata,CSK,bat,CSK,55,0,MS Dhoni,7
2010_08,2010,2010-03-16,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,bat,RCB,0,8,JH Kallis,8
2010_09,2010,2010-03-17,DC,MI,Arun Jaitley Stadium,Delhi,DC,field,MI,98,0,SR Tendulkar,9
2010_10,2010,2010-03-18,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,10,JH Kallis,10
2010_11,2010,2010-03-19,DCH,PBKS,Barabati Stadium,Cuttack,PBKS,field,DCH,6,0,A Symonds,11
2010_12,2010,2010-03-19,DC,CSK,Arun Jaitley Stadium,Delhi,DC,bat,CSK,0,5,ML Hayden,12
2010_13,2010,2010-03-20,MI,RCB,Brabourne Stadium,Mumbai,MI,bat,RCB,0,7,JH Kallis,13
2010_14,2010,2010-03-20,RR,KKR,Narendra Modi Stadium,Ahmedabad,RR,bat,RR,34,0,AA Jhunjhunwala,14
2010_16,2010,2010-03-21,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,field,,0,0,J Theron,16
2010_15,2010,2010-03-21,DCH,DC,Barabati Stadium,Cuttack,DCH,bat,DCH,10,0,A Symonds,15
2010_17,2010,2010-03-22,MI,KKR,Brabourne Stadium,Mumbai,KKR,bat,MI,0,7,SR Tendulkar,17
2010_18,2010,2010-03-23,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,RCB,36,0,RV Uthappa,18
2010_19,2010,2010-03-24,PBKS,RR,PCA Stadium,Chandigarh,PBKS,field,RR,31,0,AC Voges,19
2010_20,2010,2010-03-25,CSK,MI,"Brabourne Stadium, Mumbai",Mumbai,MI,field,MI,0,5,SR Tendulkar,20
2010_21,2010,2010-03-25,RCB,DC,M Chinnaswamy Stadium,Bangalore,RCB,field,DC,17,0,KM Jadhav,21
2010_22,2010,2010-03-26,RR,DCH,Narendra Modi Stadium,Ahmedabad,DCH,bat,RR,0,8,YK Pathan,22
2010_23,2010,2010-03-27,PBKS,KKR,PCA Stadium,Chandigarh,KKR,bat,KKR,39,0,MK Tiwary,23
2010_24,2010,2010-03-28,DCH,MI,Dr DY Patil Sports Academy,Mumbai,DCH,field,MI,41,0,Harbhajan Singh,24
2010_25,2010,2010-03-28,RR,CSK,Narendra Modi Stadium,Ahmedabad,RR,bat,RR,17,0,NV Ojha,25
2010_26,2010,2010-03-29,DC,KKR,Arun Jaitley Stadium,Delhi,DC,bat,DC,40,0,DA Warner,26
2010_27,2010,2010-03-30,MI,PBKS,Brabourne Stadium,Mumbai,MI,field,MI,0,4,SL Malinga,27
2010_28,2010,2010-03-31,CSK,RCB,MA Chidambaram Stadium,Chennai,RCB,bat,CSK,0,5,M Vijay,28
2010_29,2010,2010-03-31,DC,RR,Arun Jaitley Stadium,Delhi,DC,bat,DC,67,0,KD Karthik,29
2010_30,2010,2010-04-01,KKR,DCH,Eden Gardens,Kolkata,KKR,bat,KKR,24,0,SC Ganguly,30
2010_31,2010,2010-04-02,PBKS,RCB,PCA Stadium,Chandigarh,PBKS,bat,RCB,0,6,KP Pietersen,31
2010_32,2010,2010-04-03,CSK,RR,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,23,0,M Vijay,32
2010_33,2010,2010-04-03,MI,DCH,Brabourne Stadium,Mumbai,MI,bat,MI,63,0,AT Rayudu,33
2010_34,2010,2010-04-04,DC,RCB,Arun Jaitley Stadium,Delhi,DC,bat,DC,37,0,PD Collingwood,34
2010_35,2010,2010-04-04,KKR,PBKS,Eden Gardens,Kolkata,KKR,bat,PBKS,0,8,DPMD Jayawardene,35
2010_36,2010,2010-04-05,DCH,RR,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,RR,bat,RR,2,0,SK Warne,36
2010_37,2010,2010-04-06,CSK,MI,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,24,0,SK Raina,37
2010_38,2010,2010-04-07,KKR,DC,Eden Gardens,Kolkata,KKR,bat,KKR,14,0,SC Ganguly,38
2010_39,2010,2010-04-07,RR,PBKS,Sawai Mansingh Stadium,Jaipur,PBKS,bat,RR,0,9,MJ Lumb,39
2010_40,2010,2010-04-08,RCB,DCH,M Chinnaswamy Stadium,Bangalore,DCH,field,DCH,0,7,TL Suman,40
2010_41,2010,2010-04-09,PBKS,MI,PCA Stadium,Chandigarh,MI,bat,PBKS,0,6,KC Sangakkara,41
2010_42,2010,2010-04-10,DCH,CSK,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,CSK,bat,DCH,0,6,RJ Harris,42
2010_43,2010,2010-04-10,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,7,R Vinay Kumar,43
2010_45,2010,2010-04-11,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,field,MI,37,0,SR Tendulkar,45
2010_44,2010,2010-04-11,DC,PBKS,Arun Jaitley Stadium,Delhi,DC,bat,PBKS,0,7,PP Chawla,44
2010_46,2010,2010-04-12,DCH,RCB,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,RCB,field,DCH,13,0,Harmeet Singh,46
2010_47,2010,2010-04-13,MI,DC,Brabourne Stadium,Mumbai,MI,bat,MI,39,0,KA Pollard,47
2010_48,2010,2010-04-13,CSK,KKR,MA Chidambaram Stadium,Chennai,KKR,bat,CSK,0,9,R Ashwin,48
2010_49,2010,2010-04-14,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,bat,RCB,0,5,KP Pietersen,49
2010_50,2010,2010-04-15,CSK,DC,MA Chidambaram Stadium,Chennai,CSK,bat,DC,0,6,G Gambhir,50
2010_51,2010,2010-04-16,PBKS,DCH,Himachal Pradesh Cricket Association Stadium,Dharamsala,DCH,field,DCH,0,5,RG Sharma,51
2010_52,2010,2010-04-17,RCB,MI,M Chinnaswamy Stadium,Bangalore,RCB,field,MI,57,0,R McLaren,52
2010_53,2010,2010-04-17,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,0,8,JD Unadkat,53
2010_54,2010,2010-04-18,DC,DCH,Arun Jaitley Stadium,Delhi,DCH,bat,DCH,11,0,A Symonds,54
2010_55,2010,2010-04-18,PBKS,CSK,Himachal Pradesh Cricket Association Stadium,Dharamsala,CSK,field,CSK,0,6,MS Dhoni,55
2010_56,2010,2010-04-19,KKR,MI,Eden Gardens,Kolkata,MI,bat,KKR,0,9,M Kartik,56
2010_57,2010,2010-04-21,RCB,MI,Dr DY Patil Sports Academy,Mumbai,MI,bat,MI,35,0,KA Pollard,57
2010_58,2010,2010-04-22,CSK,DCH,Dr DY Patil Sports Academy,Mumbai,CSK,bat,CSK,38,0,DE Bollinger,58
2010_59,2010,2010-04-24,RCB,DCH,Dr DY Patil Sports Academy,Mumbai,DCH,bat,RCB,0,9,A Kumble,59
2010_60,2010,2010-04-25,CSK,MI,Dr DY Patil Sports Academy,Mumbai,CSK,bat,CSK,22,0,SK Raina,60
2011_01,2011,2011-04-08,CSK,KKR,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,2,0,S Anirudha,1
2011_02,2011,2011-04-09,DCH,RR,Rajiv Gandhi Stadium,Hyderabad,RR,field,RR,0,8,SK Trivedi,2
2011_03,2011,2011-04-09,KTK,RCB,Nehru Stadium,Kochi,KTK,bat,RCB,0,6,AB de Villiers,3
2011_04,2011,2011-04-10,PW,PBKS,Dr DY Patil Sports Academy,Mumbai,PBKS,bat,PW,0,7,SB Wagh,4
2011_05,2011,2011-04-10,DC,MI,Arun Jaitley Stadium,Delhi,DC,bat,MI,0,8,SL Malinga,5
2011_06,2011,2011-04-11,KKR,DCH,Eden Gardens,Kolkata,KKR,bat,KKR,9,0,JH Kallis,6
2011_07,2011,2011-04-12,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,0,9,SR Tendulkar,7
2011_08,2011,2011-04-12,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,bat,RR,0,6,SK Warne,8
2011_10,2011,2011-04-13,PW,KTK,Dr DY Patil Sports Academy,Mumbai,KTK,bat,PW,0,4,MD Mishra,10
2011_09,2011,2011-04-13,PBKS,CSK,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,6,PC Valthaty,9
2011_11,2011,2011-04-14,DCH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,field,DCH,33,0,DW Steyn,11
2011_12,2011,2011-04-15,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,KKR,0,9,G Gambhir,12
2011_13,2011,2011-04-15,MI,KTK,Wankhede Stadium,Mumbai,KTK,field,KTK,0,8,BB McCullum,13
2011_14,2011,2011-04-16,DCH,PBKS,Rajiv Gandhi Stadium,Hyderabad,PBKS,field,PBKS,0,8,PC Valthaty,14
2011_15,2011,2011-04-16,CSK,RCB,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,21,0,MEK Hussey,15
2011_16,2011,2011-04-17,KKR,RR,Eden Gardens,Kolkata,KKR,field,KKR,0,8,L Balaji,16
2011_17,2011,2011-04-17,PW,DC,Dr DY Patil Sports Academy,Mumbai,DC,field,DC,0,3,Yuvraj Singh,17
2011_18,2011,2011-04-18,KTK,CSK,Nehru Stadium,Kochi,KTK,field,KTK,0,7,BB McCullum,18
2011_19,2011,2011-04-19,DC,DCH,Arun Jaitley Stadium,Delhi,DCH,bat,DCH,16,0,S Sohal,19
2011_20,2011,2011-04-20,KKR,KTK,Eden Gardens,Kolkata,KKR,field,KTK,6,0,DPMD Jayawardene,20
2011_21,2011,2011-04-20,MI,PW,Wankhede Stadium,Mumbai,PW,bat,MI,0,7,MM Patel,21
2011_22,2011,2011-04-21,PBKS,RR,PCA Stadium,Chandigarh,RR,field,PBKS,48,0,SE Marsh,22
2011_23,2011,2011-04-22,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,0,9,CH Gayle,23
2011_24,2011,2011-04-22,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,MI,8,0,Harbhajan Singh,24
2011_25,2011,2011-04-23,DC,PBKS,Arun Jaitley Stadium,Delhi,PBKS,field,DC,29,0,DA Warner,25
2011_26,2011,2011-04-24,RR,KTK,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,8,SK Warne,26
2011_27,2011,2011-04-24,DCH,MI,Rajiv Gandhi Stadium,Hyderabad,DCH,field,MI,37,0,SL Malinga,27
2011_28,2011,2011-04-25,CSK,PW,MA Chidambaram Stadium,Chennai,PW,field,CSK,25,0,MEK Hussey,28
2011_29,2011,2011-04-26,DC,RCB,Arun Jaitley Stadium,Delhi,RCB,field,RCB,0,3,V Kohli,29
2011_30,2011,2011-04-27,KTK,DCH,Nehru Stadium,Kochi,KTK,field,DCH,55,0,I Sharma,30
2011_31,2011,2011-04-27,PW,CSK,Dr DY Patil Sports Academy,Mumbai,PW,bat,CSK,0,8,DE Bollinger,31
2011_32,2011,2011-04-28,DC,KKR,Arun Jaitley Stadium,Delhi,DC,field,KKR,17,0,MK Tiwary,32
2011_33,2011,2011-04-29,RCB,PW,M Chinnaswamy Stadium,Bangalore,PW,field,RCB,26,0,V Kohli,33
2011_34,2011,2011-04-29,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,7,J Botha,34
2011_35,2011,2011-04-30,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,KKR,0,8,Iqbal Abdulla,35
2011_36,2011,2011-04-30,KTK,DC,Nehru Stadium,Kochi,DC,bat,DC,38,0,V Sehwag,36
2011_38,2011,2011-05-01,RR,PW,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,6,LRPL Taylor,38
2011_37,2011,2011-05-01,CSK,DCH,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,19,0,JA Morkel,37
2011_39,2011,2011-05-02,DC,KTK,Arun Jaitley Stadium,Delhi,KTK,field,KTK,0,7,P Parameswaran,39
2011_40,2011,2011-05-02,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,field,MI,23,0,KA Pollard,40
2011_41,2011,2011-05-03,DCH,KKR,Rajiv Gandhi Stadium,Hyderabad,DCH,field,KKR,20,0,YK Pathan,41
2011_42,2011,2011-05-04,CSK,RR,MA Chidambaram Stadium,Chennai,RR,bat,CSK,0,8,MEK Hussey,42
2011_43,2011,2011-05-04,PW,MI,Dr DY Patil Sports Academy,Mumbai,PW,field,MI,21,0,R Sharma,43
2011_44,2011,2011-05-05,KTK,KKR,Nehru Stadium,Kochi,KKR,field,KTK,17,0,BJ Hodge,44
2011_45,2011,2011-05-05,DCH,DC,Rajiv Gandhi Stadium,Hyderabad,DC,field,DC,0,4,V Sehwag,45
2011_46,2011,2011-05-06,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,85,0,CH Gayle,46
2011_48,2011,2011-05-07,KKR,CSK,Eden Gardens,Kolkata,CSK,bat,KKR,10,0,Iqbal Abdulla,48
2011_47,2011,2011-05-07,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,32,0,AT Rayudu,47
2011_49,2011,2011-05-08,PBKS,PW,PCA Stadium,Chandigarh,PBKS,bat,PW,0,5,R Sharma,49
2011_50,2011,2011-05-08,RCB,KTK,M Chinnaswamy Stadium,Bangalore,KTK,bat,RCB,0,9,CH Gayle,50
2011_51,2011,2011-05-09,RR,CSK,Sawai Mansingh Stadium,Jaipur,RR,field,CSK,63,0,M Vijay,51
2011_52,2011,2011-05-10,DCH,PW,Rajiv Gandhi Stadium,Hyderabad,DCH,bat,PW,0,6,MR Marsh,52
2011_53,2011,2011-05-10,PBKS,MI,PCA Stadium,Chandigarh,MI,field,PBKS,76,0,BA Bhatt,53
2011_54,2011,2011-05-11,RR,RCB,Sawai Mansingh Stadium,Jaipur,RCB,field,RCB,0,9,S Aravind,54
2011_55,2011,2011-05-12,CSK,DC,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,18,0,MS Dhoni,55
2011_56,2011,2011-05-13,KTK,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,0,6,KD Karthik,56
2011_57,2011,2011-05-14,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,4,CH Gayle,57
2011_58,2011,2011-05-14,MI,DCH,Wankhede Stadium,Mumbai,DCH,bat,DCH,10,0,A Mishra,58
2011_59,2011,2011-05-15,KTK,RR,Holkar Cricket Stadium,Indore,KTK,field,KTK,0,8,BJ Hodge,59
2011_60,2011,2011-05-15,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,PBKS,29,0,PP Chawla,60
2011_61,2011,2011-05-16,PW,DCH,Dr DY Patil Sports Academy,Mumbai,DCH,field,DCH,0,6,A Mishra,61
2011_62,2011,2011-05-17,PBKS,RCB,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,bat,PBKS,111,0,AC Gilchrist,62
2011_63,2011,2011-05-18,CSK,KTK,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,11,0,WP Saha,63
2011_64,2011,2011-05-19,PW,KKR,Dr DY Patil Sports Academy,Mumbai,KKR,field,KKR,0,7,YK Pathan,64
2011_65,2011,2011-05-20,MI,RR,Wankhede Stadium,Mumbai,MI,bat,RR,0,10,SR Watson,65
2011_66,2011,2011-05-21,PBKS,DCH,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,field,DCH,82,0,S Dhawan,66
2011_67,2011,2011-05-21,DC,PW,Arun Jaitley Stadium,Delhi,DC,bat,,0,0,,67
2011_68,2011,2011-05-22,RCB,CSK,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,8,CH Gayle,68
2011_69,2011,2011-05-22,KKR,MI,Eden Gardens,Kolkata,MI,field,MI,0,5,JEC Franklin,69
2011_70,2011,2011-05-24,RCB,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,6,SK Raina,70
2011_71,2011,2011-05-25,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,0,4,MM Patel,71
2011_72,2011,2011-05-27,RCB,MI,MA Chidambaram Stadium,Chennai,MI,field,RCB,43,0,CH Gayle,72
2011_73,2011,2011-05-28,CSK,RCB,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,58,0,M Vijay,73
2012_01,2012,2012-04-04,CSK,MI,MA Chidambaram Stadium,Chennai,MI,field,MI,0,8,RE Levi,1
2012_02,2012,2012-04-05,KKR,DC,Eden Gardens,Kolkata,DC,field,DC,0,8,IK Pathan,2
2012_03,2012,2012-04-06,RR,PBKS,Sawai Mansingh Stadium,Jaipur,PBKS,field,RR,31,0,AM Rahane,3
2012_04,2012,2012-04-06,MI,PW,Wankhede Stadium,Mumbai,MI,field,PW,28,0,SPD Smith,4
2012_05,2012,2012-04-07,DCH,CSK,ACA-VDCA Stadium,Visakhapatnam,DCH,field,CSK,74,0,RA Jadeja,5
2012_06,2012,2012-04-07,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,RCB,20,0,AB de Villiers,6
2012_07,2012,2012-04-08,PW,PBKS,Subrata Roy Sahara Stadium,Pune,PW,bat,PW,22,0,MN Samuels,7
2012_08,2012,2012-04-08,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,RR,22,0,BJ Hodge,8
2012_09,2012,2012-04-09,DCH,MI,ACA-VDCA Stadium,Visakhapatnam,DCH,bat,MI,0,5,RG Sharma,9
2012_10,2012,2012-04-10,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,KKR,42,0,L Balaji,10
2012_11,2012,2012-04-10,DC,CSK,Arun Jaitley Stadium,Delhi,DC,field,DC,0,8,M Morkel,11
2012_12,2012,2012-04-11,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,27,0,KA Pollard,12
2012_13,2012,2012-04-12,PBKS,PW,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,7,AD Mascarenhas,13
2012_14,2012,2012-04-12,CSK,RCB,MA Chidambaram Stadium,Chennai,RCB,bat,CSK,0,5,F du Plessis,14
2012_15,2012,2012-04-13,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,0,5,Shakib Al Hasan,15
2012_16,2012,2012-04-14,PW,CSK,Subrata Roy Sahara Stadium,Pune,CSK,bat,PW,0,7,JD Ryder,16
2012_17,2012,2012-04-15,RCB,RR,M Chinnaswamy Stadium,Bangalore,RR,bat,RR,59,0,AM Rahane,17
2012_18,2012,2012-04-15,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,PBKS,2,0,SP Narine,18
2012_19,2012,2012-04-16,MI,DC,Wankhede Stadium,Mumbai,DC,field,DC,0,7,S Nadeem,19
2012_20,2012,2012-04-17,RCB,PW,M Chinnaswamy Stadium,Bangalore,PW,bat,RCB,0,6,CH Gayle,20
2012_21,2012,2012-04-17,RR,DCH,Sawai Mansingh Stadium,Jaipur,DCH,bat,RR,0,5,BJ Hodge,21
2012_22,2012,2012-04-18,PBKS,KKR,PCA Stadium,Chandigarh,PBKS,bat,KKR,0,8,G Gambhir,22
2012_23,2012,2012-04-19,DC,DCH,Arun Jaitley Stadium,Delhi,DCH,bat,DC,0,5,KP Pietersen,23
2012_24,2012,2012-04-19,CSK,PW,MA Chidambaram Stadium,Chennai,PW,field,CSK,13,0,KMDN Kulasekara,24
2012_25,2012,2012-04-20,PBKS,RCB,PCA Stadium,Chandigarh,RCB,field,RCB,0,5,CH Gayle,25
2012_26,2012,2012-04-21,DC,PW,Arun Jaitley Stadium,Delhi,DC,field,PW,20,0,SC Ganguly,26
2012_27,2012,2012-04-21,CSK,RR,MA Chidambaram Stadium,Chennai,RR,bat,CSK,0,7,F du Plessis,27
2012_29,2012,2012-04-22,DCH,KKR,Barabati Stadium,Cuttack,KKR,field,KKR,0,5,B Lee,29
2012_28,2012,2012-04-22,MI,PBKS,Wankhede Stadium,Mumbai,MI,bat,PBKS,0,6,SE Marsh,28
2012_30,2012,2012-04-23,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,field,RCB,46,0,AB de Villiers,30
2012_31,2012,2012-04-24,PW,DC,Subrata Roy Sahara Stadium,Pune,PW,bat,DC,0,8,V Sehwag,31
